Species,Official gene symbol,Product type,Product description,UI
Mus musculus,CFHR2,protein-coding gene,complement factor H related 2,0.002
Mus musculus,CFI,protein-coding gene,complement factor I,0.002
Mus musculus,CYP2C68,protein coding gene,"cytochrome P450, family 2, subfamily c, polypeptide 68",0.002
Mus musculus,CYP3A11,protein coding gene,"cytochrome P450, family 3, subfamily a, polypeptide 11",0.002
Mus musculus,CYP3A25,protein coding gene,"cytochrome P450, family 3, subfamily a, polypeptide 25",0.002
Mus musculus,DIO1,protein-coding gene,iodothyronine deiodinase 1,0.002
Mus musculus,ELOVL2,protein-coding gene,ELOVL fatty acid elongase 2,0.002
Mus musculus,F12,protein-coding gene,coagulation factor XII,0.002
Mus musculus,FETUB,protein-coding gene,fetuin B,0.002
Mus musculus,FGA,protein-coding gene,fibrinogen alpha chain,0.002
Mus musculus,GNMT,protein-coding gene,glycine N-methyltransferase,0.002
Mus musculus,HAMP,protein-coding gene,hepcidin antimicrobial peptide,0.002
Mus musculus,MARC1,protein-coding gene,mitochondrial amidoxime reducing component 1,0.002
Mus musculus,MAT1A,protein-coding gene,methionine adenosyltransferase 1A,0.002
Mus musculus,MBL2,protein-coding gene,mannose binding lectin 2,0.002
Mus musculus,MUP17,protein coding gene,major urinary protein 17,0.002
Mus musculus,MUP20,protein coding gene,major urinary protein 20,0.002
Mus musculus,MUP3,protein coding gene,major urinary protein 3,0.002
Mus musculus,NUDT7,protein-coding gene,nudix hydrolase 7,0.002
Mus musculus,PEMT,protein-coding gene,phosphatidylethanolamine N-methyltransferase,0.002
Mus musculus,PON1,protein-coding gene,paraoxonase 1,0.002
Mus musculus,PXMP2,protein-coding gene,peroxisomal membrane protein 2,0.002
Mus musculus,PZP,protein-coding gene,"PZP, alpha-2-macroglobulin like",0.002
Mus musculus,RGN,protein-coding gene,regucalcin,0.002
Mus musculus,RP23-217J11.1,,,0.002
Mus musculus,SELENBP2,protein coding gene,selenium binding protein 2,0.002
Mus musculus,SERPINA3K,protein coding gene,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",0.002
Mus musculus,SERPINC1,protein-coding gene,serpin family C member 1,0.002
Mus musculus,SLC25A30,protein-coding gene,solute carrier family 25 member 30,0.002
Mus musculus,SUOX,protein-coding gene,sulfite oxidase,0.002
Mus musculus,TFR2,protein-coding gene,transferrin receptor 2,0.002
Mus musculus,RP23-20A5.3,,,0.002
Mus musculus,SPDEF,protein-coding gene,SAM pointed domain containing ETS transcription factor,0.002
Mus musculus,CD160,protein-coding gene,CD160 molecule,0.002
Mus musculus,RP23-97L11.3,,,0.002
Mus musculus,RP24-339I11.4,,,0.002
Mus musculus,APH1C,protein coding gene,"aph1 homolog C, gamma secretase subunit",0.002
Mus musculus,DNASE1L1,protein-coding gene,deoxyribonuclease 1 like 1,0.002
Mus musculus,GIMAP1OS,unclassified non-coding RNA ge,"GTPase, IMAP family member 1, opposite strand",0.002
Mus musculus,RP23-174K7.2,,,0.002
Mus musculus,RP24-176A1.3,,,0.002
Mus musculus,RSBN1L,protein-coding gene,round spermatid basic protein 1 like,0.002
Mus musculus,ARHGAP36,protein-coding gene,Rho GTPase activating protein 36,0.002
Mus musculus,OTUD1,protein-coding gene,OTU deubiquitinase 1,0.002
Mus musculus,RP23-117O11.4,,,0.002
Mus musculus,SYTL4,protein-coding gene,synaptotagmin like 4,0.002
Mus musculus,ADRA2B,protein-coding gene,adrenoceptor alpha 2B,0.002
Mus musculus,BCHE,protein-coding gene,butyrylcholinesterase,0.002
Mus musculus,BVES,protein-coding gene,blood vessel epicardial substance,0.002
Mus musculus,CDH19,protein-coding gene,cadherin 19,0.002
Mus musculus,EIF5A2,protein-coding gene,eukaryotic translation initiation factor 5A2,0.002
Mus musculus,HMCN2,protein-coding gene,hemicentin 2,0.002
Mus musculus,HOXB5,protein-coding gene,homeobox B5,0.002
Mus musculus,KDM6A,protein-coding gene,lysine demethylase 6A,0.002
Mus musculus,NPR2,protein-coding gene,natriuretic peptide receptor 2,0.002
Mus musculus,P2RX2,protein-coding gene,purinergic receptor P2X 2,0.002
Mus musculus,RP24-133O13.2,,,0.002
Mus musculus,SGSM2,protein-coding gene,small G protein signaling modulator 2,0.002
Mus musculus,AC107822.5,,,0.002
Mus musculus,ARMC4,protein-coding gene,armadillo repeat containing 4,0.002
Mus musculus,COCH,protein-coding gene,cochlin,0.002
Mus musculus,DRC7,protein-coding gene,dynein regulatory complex subunit 7,0.002
Mus musculus,FAM13C,protein-coding gene,family with sequence similarity 13 member C,0.002
Mus musculus,NPY1R,protein-coding gene,neuropeptide Y receptor Y1,0.002
Mus musculus,ABCG8,protein-coding gene,ATP binding cassette subfamily G member 8,0.002
Mus musculus,AC129174.1,,,0.002
Mus musculus,AC129174.9,,,0.002
Mus musculus,AC134533.3,,,0.002
Mus musculus,BMX,protein-coding gene,BMX non-receptor tyrosine kinase,0.002
Mus musculus,CFTR,protein-coding gene,cystic fibrosis transmembrane conductance regulator,0.002
Mus musculus,CH36-223O13.1,,,0.002
Mus musculus,CLRN3,protein-coding gene,clarin 3,0.002
Mus musculus,DEFA3,protein-coding gene,defensin alpha 3,0.002
Mus musculus,DEFA5,protein-coding gene,defensin alpha 5,0.002
Mus musculus,HMX2,protein-coding gene,H6 family homeobox 2,0.002
Mus musculus,HNF4G,protein-coding gene,hepatocyte nuclear factor 4 gamma,0.002
Mus musculus,INPP5B,protein-coding gene,inositol polyphosphate-5-phosphatase B,0.002
Mus musculus,LCT,protein-coding gene,lactase,0.002
Mus musculus,SH2D6,protein-coding gene,SH2 domain containing 6,0.002
Mus musculus,TMED6,protein-coding gene,transmembrane p24 trafficking protein 6,0.002
Mus musculus,TMPRSS4,protein-coding gene,transmembrane serine protease 4,0.002
Mus musculus,TNFSF13OS,antisense lncRNA gene,"tumor necrosis factor (ligand) superfamily, member 13, opposite strand",0.002
Mus musculus,TREH,protein-coding gene,trehalase,0.002
Mus musculus,TRPM5,protein-coding gene,transient receptor potential cation channel subfamily M member 5,0.002
Mus musculus,HYLS1,protein-coding gene,"HYLS1, centriolar and ciliogenesis associated",0.002
Mus musculus,POC5,protein-coding gene,POC5 centriolar protein,0.002
Mus musculus,TTC30B,protein-coding gene,tetratricopeptide repeat domain 30B,0.002
Mus musculus,YAE1D1,protein coding gene,Yae1 domain containing 1,0.002
Mus musculus,ABCB4,protein-coding gene,ATP binding cassette subfamily B member 4,0.002
Mus musculus,AC163389.1,,,0.002
Mus musculus,EPOR,protein-coding gene,erythropoietin receptor,0.002
Mus musculus,GM7204,,,0.002
Mus musculus,ITGA2B,protein-coding gene,integrin subunit alpha 2b,0.002
Mus musculus,KCNK12,protein-coding gene,potassium two pore domain channel subfamily K member 12,0.002
Mus musculus,MLKL,protein-coding gene,mixed lineage kinase domain like pseudokinase,0.002
Mus musculus,RP23-130P17.5,,,0.002
Mus musculus,RP23-478H15.2,,,0.002
Mus musculus,RP23-49B23.1,,,0.002
Mus musculus,TREML2,protein-coding gene,triggering receptor expressed on myeloid cells like 2,0.002
Mus musculus,DENND3,protein-coding gene,DENN domain containing 3,0.002
Mus musculus,GMEB1,protein-coding gene,glucocorticoid modulatory element binding protein 1,0.002
Mus musculus,KCTD12B,protein coding gene,potassium channel tetramerisation domain containing 12b,0.002
Mus musculus,NAALAD2,protein-coding gene,N-acetylated alpha-linked acidic dipeptidase 2,0.002
Mus musculus,NOS3,protein-coding gene,nitric oxide synthase 3,0.002
Mus musculus,PIK3C2A,protein-coding gene,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,0.002
Mus musculus,PRRG3,protein-coding gene,proline rich and Gla domain 3,0.002
Mus musculus,RP23-46P4.7,,,0.002
Mus musculus,ZFP362,protein coding gene,zinc finger protein 362,0.002
Mus musculus,HEMK1,protein-coding gene,HemK methyltransferase family member 1,0.002
Mus musculus,NCKAP5,protein-coding gene,NCK associated protein 5,0.002
Mus musculus,RP23-274H16.2,,,0.002
Mus musculus,TC2N,protein-coding gene,"tandem C2 domains, nuclear",0.002
Mus musculus,C6,protein-coding gene,complement C6,0.002
Mus musculus,GBP2B,protein coding gene,guanylate binding protein 2b,0.002
Mus musculus,MARCO,protein-coding gene,macrophage receptor with collagenous structure,0.002
Mus musculus,TIMD4,protein-coding gene,T cell immunoglobulin and mucin domain containing 4,0.002
Mus musculus,AMY2A5,protein coding gene,amylase 2a5,0.002
Mus musculus,BARX1,protein-coding gene,BARX homeobox 1,0.002
Mus musculus,CEL,protein-coding gene,carboxyl ester lipase,0.002
Mus musculus,G6PC2,protein-coding gene,glucose-6-phosphatase catalytic subunit 2,0.002
Mus musculus,GTPBP8,protein-coding gene,GTP binding protein 8 (putative),0.002
Mus musculus,L2HGDH,protein-coding gene,L-2-hydroxyglutarate dehydrogenase,0.002
Mus musculus,MMACHC,protein-coding gene,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",0.002
Mus musculus,RP23-419K14.11,,,0.002
Mus musculus,RP23-454K24.1,,,0.002
Mus musculus,RP24-372I24.3,,,0.002
Mus musculus,ARID3B,protein-coding gene,AT-rich interaction domain 3B,0.002
Mus musculus,DNMT3L,protein-coding gene,DNA methyltransferase 3 like,0.002
Mus musculus,DPPA3,protein-coding gene,developmental pluripotency associated 3,0.002
Mus musculus,IGDCC3,protein-coding gene,immunoglobulin superfamily DCC subclass member 3,0.002
Mus musculus,RP23-282N17.7,,,0.002
Mus musculus,RP23-455C13.7,,,0.002
Mus musculus,AC122789.1,,,0.002
Mus musculus,ARHGAP39,protein-coding gene,Rho GTPase activating protein 39,0.002
Mus musculus,CCDC148,protein-coding gene,coiled-coil domain containing 148,0.002
Mus musculus,DNAH2,protein-coding gene,dynein axonemal heavy chain 2,0.002
Mus musculus,ODF2L,protein-coding gene,outer dense fiber of sperm tails 2 like,0.002
Mus musculus,SLC9A2,protein-coding gene,solute carrier family 9 member A2,0.002
Mus musculus,SRL,protein-coding gene,sarcalumenin,0.002
Mus musculus,RP23-460A13.2,,,0.002
Mus musculus,RP24-264L21.1,,,0.002
Mus musculus,A4GALT,protein-coding gene,"alpha 1,4-galactosyltransferase (P blood group)",0.002
Mus musculus,CALCOCO2,protein-coding gene,calcium binding and coiled-coil domain 2,0.002
Mus musculus,CH25-11N3.1,,,0.002
Mus musculus,CRXOS,protein coding gene,"cone-rod homeobox, opposite strand",0.002
Mus musculus,CTNS,protein-coding gene,"cystinosin, lysosomal cystine transporter",0.002
Mus musculus,DENND2C,protein-coding gene,DENN domain containing 2C,0.002
Mus musculus,DPPA2,protein-coding gene,developmental pluripotency associated 2,0.002
Mus musculus,ESRRB,protein-coding gene,estrogen related receptor beta,0.002
Mus musculus,FGF4,protein-coding gene,fibroblast growth factor 4,0.002
Mus musculus,FRS2,protein-coding gene,fibroblast growth factor receptor substrate 2,0.002
Mus musculus,GATSL3,,,0.002
Mus musculus,GM10268,,,0.002
Mus musculus,GM10273,,,0.002
Mus musculus,GOT1L1,protein-coding gene,glutamic-oxaloacetic transaminase 1 like 1,0.002
Mus musculus,GTSE1,protein-coding gene,G2 and S-phase expressed 1,0.002
Mus musculus,HSF2BP,protein-coding gene,heat shock transcription factor 2 binding protein,0.002
Mus musculus,ISX,protein-coding gene,intestine specific homeobox,0.002
Mus musculus,LIPH,protein-coding gene,lipase H,0.002
Mus musculus,LPPOS,lincRNA gene,"LIM domain containing preferred translocation partner in lipoma, opposite strand",0.002
Mus musculus,LRP5,protein-coding gene,LDL receptor related protein 5,0.002
Mus musculus,LY6G6E,other,lymphocyte antigen 6 family member G6E,0.002
Mus musculus,MIR692-1,miRNA gene,microRNA 692-1,0.002
Mus musculus,MORC1,protein-coding gene,MORC family CW-type zinc finger 1,0.002
Mus musculus,NANOG,protein-coding gene,Nanog homeobox,0.002
Mus musculus,NUBPL,protein-coding gene,nucleotide binding protein like,0.002
Mus musculus,NUP188,protein-coding gene,nucleoporin 188,0.002
Mus musculus,PCGF2,protein-coding gene,polycomb group ring finger 2,0.002
Mus musculus,PGA5,protein-coding gene,"pepsinogen 5, group I (pepsinogen A)",0.002
Mus musculus,PIGL,protein-coding gene,phosphatidylinositol glycan anchor biosynthesis class L,0.002
Mus musculus,PIKFYVE,protein-coding gene,"phosphoinositide kinase, FYVE-type zinc finger containing",0.002
Mus musculus,PLATR10,lincRNA gene,pluripotency associated transcript 10,0.002
Mus musculus,POU5F1,protein-coding gene,POU class 5 homeobox 1,0.002
Mus musculus,RHPN2,protein-coding gene,rhophilin Rho GTPase binding protein 2,0.002
Mus musculus,RP23-169H13.6,,,0.002
Mus musculus,RP23-287O8.1,,,0.002
Mus musculus,RP23-392I13.8,,,0.002
Mus musculus,RP23-39I7.3,,,0.002
Mus musculus,RP23-85A17.4,,,0.002
Mus musculus,RP24-378K7.4,,,0.002
Mus musculus,RP24-445L16.3,,,0.002
Mus musculus,RP24-63F2.1,,,0.002
Mus musculus,RP24-86D16.5,,,0.002
Mus musculus,RPL10L,protein-coding gene,ribosomal protein L10 like,0.002
Mus musculus,SETD4,protein-coding gene,SET domain containing 4,0.002
Mus musculus,SLC35F2,protein-coding gene,solute carrier family 35 member F2,0.002
Mus musculus,SOX15,protein-coding gene,SRY-box 15,0.002
Mus musculus,TCL1,protein coding gene,T cell lymphoma breakpoint 1,0.002
Mus musculus,TIGAR,protein-coding gene,TP53 induced glycolysis regulatory phosphatase,0.002
Mus musculus,TMEM231,protein-coding gene,transmembrane protein 231,0.002
Mus musculus,TRIB3,protein-coding gene,tribbles pseudokinase 3,0.002
Mus musculus,TRIML1,protein-coding gene,tripartite motif family like 1,0.002
Mus musculus,TRIML2,protein-coding gene,tripartite motif family like 2,0.002
Mus musculus,WBSCR27,,,0.002
Mus musculus,XLR4B,protein coding gene,X-linked lymphocyte-regulated 4B,0.002
Mus musculus,ZFP553,protein coding gene,zinc finger protein 553,0.002
Mus musculus,ZFP592,protein coding gene,zinc finger protein 592,0.002
Mus musculus,ZKSCAN17,protein coding gene,zinc finger with KRAB and SCAN domains 17,0.002
Mus musculus,KLHL32,protein-coding gene,kelch like family member 32,0.002
Mus musculus,NKX2-3,protein-coding gene,NK2 homeobox 3,0.002
Mus musculus,RP24-241I18.1,,,0.002
Mus musculus,CCL22,protein-coding gene,C-C motif chemokine ligand 22,0.002
Mus musculus,CCDC163,protein-coding gene,coiled-coil domain containing 163,0.002
Mus musculus,CLDN12,protein-coding gene,claudin 12,0.002
Mus musculus,GPN2,protein-coding gene,GPN-loop GTPase 2,0.002
Mus musculus,PIBF1,protein-coding gene,progesterone immunomodulatory binding factor 1,0.002
Mus musculus,PLCH1,protein-coding gene,phospholipase C eta 1,0.002
Mus musculus,RFX2,protein-coding gene,regulatory factor X2,0.002
Mus musculus,RP24-354K18.1,,,0.002
Mus musculus,SOX1,protein-coding gene,SRY-box 1,0.002
Mus musculus,TTC8,protein-coding gene,tetratricopeptide repeat domain 8,0.002
Mus musculus,TTF1,protein-coding gene,transcription termination factor 1,0.002
Mus musculus,CCDC125,protein-coding gene,coiled-coil domain containing 125,0.002
Mus musculus,HIST1H1D,protein-coding gene,histone cluster 1 H1 family member d,0.002
Mus musculus,RP23-296G24.1,,,0.002
Mus musculus,ABCD2,protein-coding gene,ATP binding cassette subfamily D member 2,0.002
Mus musculus,ATP7B,protein-coding gene,ATPase copper transporting beta,0.002
Mus musculus,ELMOD3,protein-coding gene,ELMO domain containing 3,0.002
Mus musculus,FAM217A,protein-coding gene,family with sequence similarity 217 member A,0.002
Mus musculus,GFY,protein-coding gene,golgi associated olfactory signaling regulator,0.002
Mus musculus,GRAMD1C,protein-coding gene,GRAM domain containing 1C,0.002
Mus musculus,IQUB,protein-coding gene,IQ motif and ubiquitin domain containing,0.002
Mus musculus,KCNA5,protein-coding gene,potassium voltage-gated channel subfamily A member 5,0.002
Mus musculus,MANEA,protein-coding gene,mannosidase endo-alpha,0.002
Mus musculus,NFE2L3,protein-coding gene,"nuclear factor, erythroid 2 like 3",0.002
Mus musculus,NXPH3,protein-coding gene,neurexophilin 3,0.002
Mus musculus,PYGO1,protein-coding gene,pygopus family PHD finger 1,0.002
Mus musculus,RD3,protein-coding gene,"retinal degeneration 3, GUCY2D regulator",0.002
Mus musculus,RP23-124H2.4,,,0.002
Mus musculus,RP23-390G1.4,,,0.002
Mus musculus,RP23-41I11.9,,,0.002
Mus musculus,WDSUB1,protein-coding gene,"WD repeat, sterile alpha motif and U-box domain containing 1",0.002
Mus musculus,2700046G09RIK,lincRNA gene,RIKEN cDNA 2700046G09 gene,0.002
Mus musculus,RP23-226D9.5,,,0.002
Mus musculus,RP23-321K1.1,,,0.002
Mus musculus,RP23-401P15.1,,,0.002
Mus musculus,RP24-530L11.1,,,0.002
Mus musculus,TSEN2,protein-coding gene,tRNA splicing endonuclease subunit 2,0.002
Mus musculus,CDKL4,protein-coding gene,cyclin dependent kinase like 4,0.002
Mus musculus,FAM161B,protein-coding gene,"FAM161B, centrosomal protein",0.002
Mus musculus,GLI3,protein-coding gene,GLI family zinc finger 3,0.002
Mus musculus,MAPK7,protein-coding gene,mitogen-activated protein kinase 7,0.002
Mus musculus,RP23-342N3.3,,,0.002
Mus musculus,EFNA2,protein-coding gene,ephrin A2,0.002
Mus musculus,APAF1,protein-coding gene,apoptotic peptidase activating factor 1,0.002
Mus musculus,ARHGEF19,protein-coding gene,Rho guanine nucleotide exchange factor 19,0.002
Mus musculus,ASB6,protein-coding gene,ankyrin repeat and SOCS box containing 6,0.002
Mus musculus,BCL9,protein-coding gene,B cell CLL/lymphoma 9,0.002
Mus musculus,CARD10,protein-coding gene,caspase recruitment domain family member 10,0.002
Mus musculus,CBR4,protein-coding gene,carbonyl reductase 4,0.002
Mus musculus,CHRNB1,protein-coding gene,cholinergic receptor nicotinic beta 1 subunit,0.002
Mus musculus,CSTF2,protein-coding gene,cleavage stimulation factor subunit 2,0.002
Mus musculus,DCAF10,protein-coding gene,DDB1 and CUL4 associated factor 10,0.002
Mus musculus,DDX28,protein-coding gene,DEAD-box helicase 28,0.002
Mus musculus,DGCR14,,,0.002
Mus musculus,ELMO3,protein-coding gene,engulfment and cell motility 3,0.002
Mus musculus,ENPP3,protein-coding gene,ectonucleotide pyrophosphatase/phosphodiesterase 3,0.002
Mus musculus,FAM83D,protein-coding gene,family with sequence similarity 83 member D,0.002
Mus musculus,HECW2,protein-coding gene,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",0.002
Mus musculus,HOXC5,protein-coding gene,homeobox C5,0.002
Mus musculus,INO80,protein-coding gene,INO80 complex subunit,0.002
Mus musculus,ITGA2,protein-coding gene,integrin subunit alpha 2,0.002
Mus musculus,KCTD15,protein-coding gene,potassium channel tetramerization domain containing 15,0.002
Mus musculus,KMT2B,protein-coding gene,lysine methyltransferase 2B,0.002
Mus musculus,LRIG3,protein-coding gene,leucine rich repeats and immunoglobulin like domains 3,0.002
Mus musculus,MAP3K3,protein-coding gene,mitogen-activated protein kinase kinase kinase 3,0.002
Mus musculus,MED14,protein-coding gene,mediator complex subunit 14,0.002
Mus musculus,MMGT2,protein coding gene,membrane magnesium transporter 2,0.002
Mus musculus,MMS19,protein-coding gene,"MMS19 homolog, cytosolic iron-sulfur assembly component",0.002
Mus musculus,MTERF4,protein-coding gene,mitochondrial transcription termination factor 4,0.002
Mus musculus,NOL10,protein-coding gene,nucleolar protein 10,0.002
Mus musculus,NSMAF,protein-coding gene,neutral sphingomyelinase activation associated factor,0.002
Mus musculus,PCNXL3,,,0.002
Mus musculus,PDZRN3,protein-coding gene,PDZ domain containing ring finger 3,0.002
Mus musculus,PLAC1,protein-coding gene,placenta specific 1,0.002
Mus musculus,POC1B,protein-coding gene,POC1 centriolar protein B,0.002
Mus musculus,POGK,protein-coding gene,pogo transposable element derived with KRAB domain,0.002
Mus musculus,PRDM6,protein-coding gene,PR/SET domain 6,0.002
Mus musculus,PRR12,protein-coding gene,proline rich 12,0.002
Mus musculus,RP23-456B9.22,,,0.002
Mus musculus,RP24-465N15.1,,,0.002
Mus musculus,SLC43A1,protein-coding gene,solute carrier family 43 member 1,0.002
Mus musculus,SNRNP35,protein-coding gene,small nuclear ribonucleoprotein U11/U12 subunit 35,0.002
Mus musculus,SPNS2,protein-coding gene,sphingolipid transporter 2,0.002
Mus musculus,TBKBP1,protein-coding gene,TBK1 binding protein 1,0.002
Mus musculus,TRABD2B,protein-coding gene,TraB domain containing 2B,0.002
Mus musculus,WIZ,protein-coding gene,widely interspaced zinc finger motifs,0.002
Mus musculus,CCHCR1,protein-coding gene,coiled-coil alpha-helical rod protein 1,0.002
Mus musculus,IFT80,protein-coding gene,intraflagellar transport 80,0.002
Mus musculus,RP24-269A16.1,,,0.002
Mus musculus,BRSK2,protein-coding gene,BR serine/threonine kinase 2,0.002
Mus musculus,GPR26,protein-coding gene,G protein-coupled receptor 26,0.002
Mus musculus,LRRC4,protein-coding gene,leucine rich repeat containing 4,0.002
Mus musculus,PANX2,protein-coding gene,pannexin 2,0.002
Mus musculus,PRDM8,protein-coding gene,PR/SET domain 8,0.002
Mus musculus,ADPRHL1,protein-coding gene,ADP-ribosylhydrolase like 1,0.002
Mus musculus,APOBEC2,protein-coding gene,apolipoprotein B mRNA editing enzyme catalytic subunit 2,0.002
Mus musculus,ATCAYOS,antisense lncRNA gene,"ataxia, cerebellar, Cayman type, opposite strand",0.002
Mus musculus,CKMT2,protein-coding gene,"creatine kinase, mitochondrial 2",0.002
Mus musculus,JPH2,protein-coding gene,junctophilin 2,0.002
Mus musculus,MYOM2,protein-coding gene,myomesin 2,0.002
Mus musculus,MYOZ2,protein-coding gene,myozenin 2,0.002
Mus musculus,NPPB,protein-coding gene,natriuretic peptide B,0.002
Mus musculus,OBSCN,protein-coding gene,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",0.002
Mus musculus,RP23-212H13.8,,,0.002
Mus musculus,RP24-231P10.2,,,0.002
Mus musculus,TRDN,protein-coding gene,triadin,0.002
Mus musculus,TRIM63,protein-coding gene,tripartite motif containing 63,0.002
Mus musculus,CCL17,protein-coding gene,C-C motif chemokine ligand 17,0.002
Mus musculus,CTLA4,protein-coding gene,cytotoxic T-lymphocyte associated protein 4,0.002
Mus musculus,DACT1,protein-coding gene,dishevelled binding antagonist of beta catenin 1,0.002
Mus musculus,DSCAML1,protein-coding gene,DS cell adhesion molecule like 1,0.002
Mus musculus,IRAK3,protein-coding gene,interleukin 1 receptor associated kinase 3,0.002
Mus musculus,IZUMO1R,protein-coding gene,"IZUMO1 receptor, JUNO",0.002
Mus musculus,MANBA,protein-coding gene,mannosidase beta,0.002
Mus musculus,MAPKBP1,protein-coding gene,mitogen-activated protein kinase binding protein 1,0.002
Mus musculus,MLPH,protein-coding gene,melanophilin,0.002
Mus musculus,MPZL3,protein-coding gene,myelin protein zero like 3,0.002
Mus musculus,PRSS22,protein-coding gene,serine protease 22,0.002
Mus musculus,RASEF,protein-coding gene,RAS and EF-hand domain containing,0.002
Mus musculus,RP23-20K24.9,,,0.002
Mus musculus,RP23-248K2.2,,,0.002
Mus musculus,RP23-370D2.4,,,0.002
Mus musculus,TNFRSF9,protein-coding gene,TNF receptor superfamily member 9,0.002
Mus musculus,TRPM4,protein-coding gene,transient receptor potential cation channel subfamily M member 4,0.002
Mus musculus,TWNK,protein-coding gene,twinkle mtDNA helicase,0.002
Mus musculus,DDX23,protein-coding gene,DEAD-box helicase 23,0.002
Mus musculus,FAM13B,protein-coding gene,family with sequence similarity 13 member B,0.002
Mus musculus,KLRB1B,protein coding gene,killer cell lectin-like receptor subfamily B member 1B,0.002
Mus musculus,MPZL2,protein-coding gene,myelin protein zero like 2,0.002
Mus musculus,PAX1,protein-coding gene,paired box 1,0.002
Mus musculus,PPP6R1,protein-coding gene,protein phosphatase 6 regulatory subunit 1,0.002
Mus musculus,PSMB11,protein-coding gene,proteasome subunit beta 11,0.002
Mus musculus,RP23-254P19.3,,,0.002
Mus musculus,RP24-233B16.8,,,0.002
Mus musculus,SLC46A2,protein-coding gene,solute carrier family 46 member 2,0.002
Mus musculus,TMA16,protein-coding gene,translation machinery associated 16 homolog,0.002
Mus musculus,AI846148,,,0.002
Mus musculus,ANO4,protein-coding gene,anoctamin 4,0.002
Mus musculus,B3GALNT2,protein-coding gene,"beta-1,3-N-acetylgalactosaminyltransferase 2",0.002
Mus musculus,BRF2,protein-coding gene,"BRF2, RNA polymerase III transcription initiation factor subunit",0.002
Mus musculus,CLDN23,protein-coding gene,claudin 23,0.002
Mus musculus,FBRS,protein-coding gene,fibrosin,0.002
Mus musculus,FBXL20,protein-coding gene,F-box and leucine rich repeat protein 20,0.002
Mus musculus,GDAP2,protein-coding gene,ganglioside induced differentiation associated protein 2,0.002
Mus musculus,HIRA,protein-coding gene,histone cell cycle regulator,0.002
Mus musculus,HSD17B14,protein-coding gene,hydroxysteroid 17-beta dehydrogenase 14,0.002
Mus musculus,INTS1,protein-coding gene,integrator complex subunit 1,0.002
Mus musculus,IQCC,protein-coding gene,IQ motif containing C,0.002
Mus musculus,IRAK4,protein-coding gene,interleukin 1 receptor associated kinase 4,0.002
Mus musculus,MARVELD2,protein-coding gene,MARVEL domain containing 2,0.002
Mus musculus,P2RY1,protein-coding gene,purinergic receptor P2Y1,0.002
Mus musculus,PLEKHG6,protein-coding gene,pleckstrin homology and RhoGEF domain containing G6,0.002
Mus musculus,POMT1,protein-coding gene,protein O-mannosyltransferase 1,0.002
Mus musculus,POPDC3,protein-coding gene,popeye domain containing 3,0.002
Mus musculus,POU4F3,protein-coding gene,POU class 4 homeobox 3,0.002
Mus musculus,RNF150,protein-coding gene,ring finger protein 150,0.002
Mus musculus,RP23-273N4.4,,,0.002
Mus musculus,RP23-343E20.2,,,0.002
Mus musculus,RP23-354M9.1,,,0.002
Mus musculus,RP23-427M10.2,,,0.002
Mus musculus,RP23-445H7.1,,,0.002
Mus musculus,RP23-458G12.3,,,0.002
Mus musculus,SALL2,protein-coding gene,spalt like transcription factor 2,0.002
Mus musculus,SFXN2,protein-coding gene,sideroflexin 2,0.002
Mus musculus,SNORD104,non-coding RNA,"small nucleolar RNA, C/D box 104",0.002
Mus musculus,SPIRE2,protein-coding gene,spire type actin nucleation factor 2,0.002
Mus musculus,TDRD3,protein-coding gene,tudor domain containing 3,0.002
Mus musculus,TLX3,protein-coding gene,T cell leukemia homeobox 3,0.002
Mus musculus,TTC24,protein-coding gene,tetratricopeptide repeat domain 24,0.002
Mus musculus,VWA8,protein-coding gene,von Willebrand factor A domain containing 8,0.002
Mus musculus,WDR11,protein-coding gene,WD repeat domain 11,0.002
Mus musculus,ZFYVE16,protein-coding gene,zinc finger FYVE-type containing 16,0.002
Mus musculus,ATP2A1,protein-coding gene,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,0.002
Mus musculus,CD209D,protein coding gene,CD209d antigen,0.002
Mus musculus,CD300C,protein-coding gene,CD300c molecule,0.002
Mus musculus,KLRA17,protein coding gene,"killer cell lectin-like receptor, subfamily A, member 17",0.002
Mus musculus,RAB33B,protein-coding gene,"RAB33B, member RAS oncogene family",0.002
Mus musculus,RP23-272P19.10,,,0.002
Mus musculus,RP24-218K1.3,,,0.002
Mus musculus,TRIM12A,protein coding gene,tripartite motif-containing 12A,0.002
Mus musculus,CRHBP,protein-coding gene,corticotropin releasing hormone binding protein,0.002
Mus musculus,NPAS1,protein-coding gene,neuronal PAS domain protein 1,0.002
Mus musculus,PTHLH,protein-coding gene,parathyroid hormone like hormone,0.002
Mus musculus,GCK,protein-coding gene,glucokinase,0.002
Mus musculus,LCOR,protein-coding gene,ligand dependent nuclear receptor corepressor,0.002
Mus musculus,RBBP9,protein-coding gene,"RB binding protein 9, serine hydrolase",0.002
