Species,Official gene symbol,Product type,Product description,UI
Mus musculus,ATP5G2,protein coding gene,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",0.435
Mus musculus,KRTCAP2,protein-coding gene,keratinocyte associated protein 2,0.435
Mus musculus,SF3B2,protein-coding gene,splicing factor 3b subunit 2,0.435
Mus musculus,MARCKSL1,protein-coding gene,MARCKS like 1,0.434
Mus musculus,TSPAN3,protein-coding gene,tetraspanin 3,0.434
Mus musculus,KLF13,protein-coding gene,Kruppel like factor 13,0.433
Mus musculus,SET,protein-coding gene,SET nuclear proto-oncogene,0.433
Mus musculus,ELOC,protein-coding gene,elongin C,0.432
Mus musculus,EIF2S2,protein-coding gene,eukaryotic translation initiation factor 2 subunit beta,0.431
Mus musculus,EIF4A2,protein-coding gene,eukaryotic translation initiation factor 4A2,0.431
Mus musculus,CCT5,protein-coding gene,chaperonin containing TCP1 subunit 5,0.43
Mus musculus,H2AFV,protein-coding gene,H2A histone family member V,0.428
Mus musculus,RABAC1,protein-coding gene,Rab acceptor 1,0.428
Mus musculus,ZFP207,protein coding gene,zinc finger protein 207,0.427
Mus musculus,RPL21-PS8,,,0.426
Mus musculus,NDUFA8,protein-coding gene,NADH:ubiquinone oxidoreductase subunit A8,0.425
Mus musculus,RAB7,protein coding gene,"RAB7, member RAS oncogene family",0.425
Mus musculus,2410015M20RIK,protein coding gene,RIKEN cDNA 2410015M20 gene,0.424
Mus musculus,ATXN7L3B,protein-coding gene,ataxin 7 like 3B,0.424
Mus musculus,RBM25,protein-coding gene,RNA binding motif protein 25,0.424
Mus musculus,TCF25,protein-coding gene,transcription factor 25,0.423
Mus musculus,GNAI2,protein-coding gene,G protein subunit alpha i2,0.422
Mus musculus,KIF5B,protein-coding gene,kinesin family member 5B,0.422
Mus musculus,PFDN2,protein-coding gene,prefoldin subunit 2,0.422
Mus musculus,CKB,protein-coding gene,creatine kinase B,0.42
Mus musculus,COX14,protein-coding gene,cytochrome c oxidase assembly factor COX14,0.42
Mus musculus,CTSB,protein-coding gene,cathepsin B,0.42
Mus musculus,AC155158.1,,,0.419
Mus musculus,ATP6V0E,protein coding gene,"ATPase, H+ transporting, lysosomal V0 subunit E",0.418
Mus musculus,CAPZA2,protein-coding gene,capping actin protein of muscle Z-line subunit alpha 2,0.418
Mus musculus,NDUFAB1,protein-coding gene,NADH:ubiquinone oxidoreductase subunit AB1,0.418
Mus musculus,PSMB4,protein-coding gene,proteasome subunit beta 4,0.418
Mus musculus,NDUFV2,protein-coding gene,NADH:ubiquinone oxidoreductase core subunit V2,0.417
Mus musculus,TALDO1,protein-coding gene,transaldolase 1,0.417
Mus musculus,MRPL52,protein-coding gene,mitochondrial ribosomal protein L52,0.416
Mus musculus,RP23-359B23.5,,,0.415
Mus musculus,TPT1-PS3,,,0.415
Mus musculus,RP24-262G23.6,,,0.414
Mus musculus,APP,protein-coding gene,amyloid beta precursor protein,0.413
Mus musculus,MYL12A,protein-coding gene,myosin light chain 12A,0.413
Mus musculus,RP23-126M2.1,,,0.413
Mus musculus,HNRNPDL,protein-coding gene,heterogeneous nuclear ribonucleoprotein D like,0.412
Mus musculus,MARCKS,protein-coding gene,myristoylated alanine rich protein kinase C substrate,0.412
Mus musculus,DPYSL2,protein-coding gene,dihydropyrimidinase like 2,0.411
Mus musculus,NDUFS7,protein-coding gene,NADH:ubiquinone oxidoreductase core subunit S7,0.411
Mus musculus,NGFRAP1,,,0.411
Mus musculus,GSK3B,protein-coding gene,glycogen synthase kinase 3 beta,0.41
Mus musculus,TMED9,protein-coding gene,transmembrane p24 trafficking protein 9,0.41
Mus musculus,ARHGDIA,protein-coding gene,Rho GDP dissociation inhibitor alpha,0.409
Mus musculus,ACTG1,protein-coding gene,actin gamma 1,0.408
Mus musculus,MLF2,protein-coding gene,myeloid leukemia factor 2,0.406
Mus musculus,AP2S1,protein-coding gene,adaptor related protein complex 2 subunit sigma 1,0.405
Mus musculus,NEDD4,protein-coding gene,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",0.405
Mus musculus,CCT7,protein-coding gene,chaperonin containing TCP1 subunit 7,0.404
Mus musculus,MYL12B,protein-coding gene,myosin light chain 12B,0.404
Mus musculus,RPL34-PS1,,,0.404
Mus musculus,HNRNPF,protein-coding gene,heterogeneous nuclear ribonucleoprotein F,0.403
Mus musculus,RHEB,protein-coding gene,"Ras homolog, mTORC1 binding",0.402
Mus musculus,CCT4,protein-coding gene,chaperonin containing TCP1 subunit 4,0.398
Mus musculus,YPEL3,protein-coding gene,yippee like 3,0.398
Mus musculus,YWHAZ,protein-coding gene,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,0.398
Mus musculus,PDIA3,protein-coding gene,protein disulfide isomerase family A member 3,0.397
Mus musculus,PAFAH1B1,protein-coding gene,platelet activating factor acetylhydrolase 1b regulatory subunit 1,0.396
Mus musculus,PEBP1,protein-coding gene,phosphatidylethanolamine binding protein 1,0.396
Mus musculus,NAP1L1,protein-coding gene,nucleosome assembly protein 1 like 1,0.395
Mus musculus,RNF7,protein-coding gene,ring finger protein 7,0.395
Mus musculus,VDAC1,protein-coding gene,voltage dependent anion channel 1,0.395
Mus musculus,TIMM8B,protein-coding gene,translocase of inner mitochondrial membrane 8 homolog B,0.393
Mus musculus,ST13,protein-coding gene,"ST13, Hsp70 interacting protein",0.392
Mus musculus,B2M,protein-coding gene,beta-2-microglobulin,0.391
Mus musculus,BC031181,protein coding gene,cDNA sequence BC031181,0.391
Mus musculus,EEF1D,protein-coding gene,eukaryotic translation elongation factor 1 delta,0.391
Mus musculus,NDUFA1,protein-coding gene,NADH:ubiquinone oxidoreductase subunit A1,0.391
Mus musculus,BAX,protein-coding gene,"BCL2 associated X, apoptosis regulator",0.39
Mus musculus,CCT6A,protein-coding gene,chaperonin containing TCP1 subunit 6A,0.39
Mus musculus,LUC7L3,protein-coding gene,LUC7 like 3 pre-mRNA splicing factor,0.39
Mus musculus,MAP1LC3A,protein-coding gene,microtubule associated protein 1 light chain 3 alpha,0.39
Mus musculus,TRA2B,protein-coding gene,transformer 2 beta homolog,0.39
Mus musculus,ENO1,protein-coding gene,enolase 1,0.389
Mus musculus,PSMA6,protein-coding gene,proteasome subunit alpha 6,0.389
Mus musculus,RRP1,protein-coding gene,ribosomal RNA processing 1,0.389
Mus musculus,SFPQ,protein-coding gene,splicing factor proline and glutamine rich,0.389
Mus musculus,TOMM22,protein-coding gene,translocase of outer mitochondrial membrane 22,0.389
Mus musculus,LAMTOR2,protein-coding gene,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",0.388
Mus musculus,PCBP1,protein-coding gene,poly(rC) binding protein 1,0.388
Mus musculus,YWHAH,protein-coding gene,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,0.388
Mus musculus,CLIC1,protein-coding gene,chloride intracellular channel 1,0.387
Mus musculus,JUN,protein-coding gene,"Jun proto-oncogene, AP-1 transcription factor subunit",0.387
Mus musculus,MANF,protein-coding gene,mesencephalic astrocyte derived neurotrophic factor,0.387
Mus musculus,SSR4,protein-coding gene,signal sequence receptor subunit 4,0.387
Mus musculus,EIF3I,protein-coding gene,eukaryotic translation initiation factor 3 subunit I,0.386
Mus musculus,ROMO1,protein-coding gene,reactive oxygen species modulator 1,0.386
Mus musculus,GPX1,protein-coding gene,glutathione peroxidase 1,0.385
Mus musculus,MORF4L2,protein-coding gene,mortality factor 4 like 2,0.385
Mus musculus,REEP5,protein-coding gene,receptor accessory protein 5,0.385
Mus musculus,RP23-234K24.8,,,0.385
Mus musculus,TMEM50A,protein-coding gene,transmembrane protein 50A,0.385
Mus musculus,CYB5A,protein-coding gene,cytochrome b5 type A,0.384
Mus musculus,NDUFS4,protein-coding gene,NADH:ubiquinone oxidoreductase subunit S4,0.384
Mus musculus,TTC3,protein-coding gene,tetratricopeptide repeat domain 3,0.383
Mus musculus,BAG1,protein-coding gene,BCL2 associated athanogene 1,0.382
Mus musculus,CD63,protein-coding gene,CD63 molecule,0.382
Mus musculus,MED28,protein-coding gene,mediator complex subunit 28,0.381
Mus musculus,MPC2,protein-coding gene,mitochondrial pyruvate carrier 2,0.381
Mus musculus,NCOR1,protein-coding gene,nuclear receptor corepressor 1,0.381
Mus musculus,NDUFB4,protein-coding gene,NADH:ubiquinone oxidoreductase subunit B4,0.381
Mus musculus,RP23-426M5.1,,,0.381
Mus musculus,SF3B6,protein-coding gene,splicing factor 3b subunit 6,0.381
Mus musculus,ATP5K,protein coding gene,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",0.38
Mus musculus,MTDH,protein-coding gene,metadherin,0.38
Mus musculus,ACTR3,protein-coding gene,ARP3 actin related protein 3 homolog,0.379
Mus musculus,EIF1B,protein-coding gene,eukaryotic translation initiation factor 1B,0.379
Mus musculus,GM10073,,,0.379
Mus musculus,TPI1,protein-coding gene,triosephosphate isomerase 1,0.379
Mus musculus,CHMP2A,protein-coding gene,charged multivesicular body protein 2A,0.377
Mus musculus,DCTN3,protein-coding gene,dynactin subunit 3,0.376
Mus musculus,CAPNS1,protein-coding gene,calpain small subunit 1,0.373
Mus musculus,NDUFB3,protein-coding gene,NADH:ubiquinone oxidoreductase subunit B3,0.373
Mus musculus,ARPC1A,protein-coding gene,actin related protein 2/3 complex subunit 1A,0.372
Mus musculus,HIGD2A,protein-coding gene,HIG1 hypoxia inducible domain family member 2A,0.372
Mus musculus,METAP2,protein-coding gene,methionyl aminopeptidase 2,0.372
Mus musculus,PSMA1,protein-coding gene,proteasome subunit alpha 1,0.372
Mus musculus,RNF187,protein-coding gene,ring finger protein 187,0.372
Mus musculus,RPL22L1,protein-coding gene,ribosomal protein L22 like 1,0.372
Mus musculus,CYC1,protein-coding gene,cytochrome c1,0.371
Mus musculus,MT-CO2,protein-coding gene,mitochondrially encoded cytochrome c oxidase II,0.371
Mus musculus,PDCD5,protein-coding gene,programmed cell death 5,0.371
Mus musculus,PSMA4,protein-coding gene,proteasome subunit alpha 4,0.371
Mus musculus,LSM4,protein-coding gene,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",0.37
Mus musculus,MAT2A,protein-coding gene,methionine adenosyltransferase 2A,0.37
Mus musculus,SKP1A,protein coding gene,S-phase kinase-associated protein 1A,0.369
Mus musculus,SRRM1,protein-coding gene,serine and arginine repetitive matrix 1,0.369
Mus musculus,SNRPD1,protein-coding gene,small nuclear ribonucleoprotein D1 polypeptide,0.369
Mus musculus,PDIA6,protein-coding gene,protein disulfide isomerase family A member 6,0.368
Mus musculus,POLR1D,protein-coding gene,RNA polymerase I and III subunit D,0.367
Mus musculus,PDAP1,protein-coding gene,PDGFA associated protein 1,0.367
Mus musculus,RBM8A,protein-coding gene,RNA binding motif protein 8A,0.366
Mus musculus,SCAND1,protein-coding gene,SCAN domain containing 1,0.366
Mus musculus,SFR1,protein-coding gene,SWI5 dependent homologous recombination repair protein 1,0.366
Mus musculus,ATRX,protein-coding gene,"ATRX, chromatin remodeler",0.365
Mus musculus,ERP29,protein-coding gene,endoplasmic reticulum protein 29,0.365
Mus musculus,COA3,protein-coding gene,cytochrome c oxidase assembly factor 3,0.364
Mus musculus,DNAJC8,protein-coding gene,DnaJ heat shock protein family (Hsp40) member C8,0.362
Mus musculus,GTF2H5,protein-coding gene,general transcription factor IIH subunit 5,0.362
Mus musculus,CETN3,protein-coding gene,centrin 3,0.361
Mus musculus,TCF4,protein-coding gene,transcription factor 4,0.361
Mus musculus,AC122223.2,,,0.36
Mus musculus,ARPC1B,protein-coding gene,actin related protein 2/3 complex subunit 1B,0.36
Mus musculus,CD47,protein-coding gene,CD47 molecule,0.36
Mus musculus,EIF4H,protein-coding gene,eukaryotic translation initiation factor 4H,0.36
Mus musculus,H2AFZ,protein-coding gene,H2A histone family member Z,0.359
Mus musculus,PSMB5,protein-coding gene,proteasome subunit beta 5,0.359
Mus musculus,SRSF11,protein-coding gene,serine and arginine rich splicing factor 11,0.359
Mus musculus,FUS,protein-coding gene,FUS RNA binding protein,0.358
Mus musculus,AC160535.1,,,0.357
Mus musculus,LAMTOR5,protein-coding gene,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",0.357
Mus musculus,SRSF7,protein-coding gene,serine and arginine rich splicing factor 7,0.357
Mus musculus,PSMA5,protein-coding gene,proteasome subunit alpha 5,0.357
Mus musculus,GLTSCR2,,,0.356
Mus musculus,LUC7L2,protein-coding gene,"LUC7 like 2, pre-mRNA splicing factor",0.356
Mus musculus,TMEM234,protein-coding gene,transmembrane protein 234,0.356
Mus musculus,CCT8,protein-coding gene,chaperonin containing TCP1 subunit 8,0.355
Mus musculus,CDK4,protein-coding gene,cyclin dependent kinase 4,0.355
Mus musculus,EIF3C,protein-coding gene,eukaryotic translation initiation factor 3 subunit C,0.355
Mus musculus,CCT2,protein-coding gene,chaperonin containing TCP1 subunit 2,0.355
Mus musculus,HNRNPAB,protein-coding gene,heterogeneous nuclear ribonucleoprotein A/B,0.354
Mus musculus,PSMD4,protein-coding gene,"proteasome 26S subunit, non-ATPase 4",0.354
Mus musculus,RAB1A,protein-coding gene,"RAB1A, member RAS oncogene family",0.354
Mus musculus,FUBP1,protein-coding gene,far upstream element binding protein 1,0.354
Mus musculus,EMC10,protein-coding gene,ER membrane protein complex subunit 10,0.353
Mus musculus,RALY,protein-coding gene,RALY heterogeneous nuclear ribonucleoprotein,0.353
Mus musculus,MRPL30,protein-coding gene,mitochondrial ribosomal protein L30,0.352
Mus musculus,MT1,protein coding gene,metallothionein 1,0.352
Mus musculus,TAX1BP1,protein-coding gene,Tax1 binding protein 1,0.352
Mus musculus,COPE,protein-coding gene,coatomer protein complex subunit epsilon,0.351
Mus musculus,CWC15,protein-coding gene,CWC15 spliceosome associated protein homolog,0.351
Mus musculus,EWSR1,protein-coding gene,EWS RNA binding protein 1,0.351
Mus musculus,ZBTB20,protein-coding gene,zinc finger and BTB domain containing 20,0.35
Mus musculus,SSR2,protein-coding gene,signal sequence receptor subunit 2,0.349
Mus musculus,MAPRE1,protein-coding gene,microtubule associated protein RP/EB family member 1,0.348
Mus musculus,PSMD8,protein-coding gene,"proteasome 26S subunit, non-ATPase 8",0.348
Mus musculus,AES,protein-coding gene,amino-terminal enhancer of split,0.347
Mus musculus,FKBP8,protein-coding gene,FK506 binding protein 8,0.347
Mus musculus,MRPL20,protein-coding gene,mitochondrial ribosomal protein L20,0.347
Mus musculus,TSN,protein-coding gene,translin,0.347
Mus musculus,WNK1,protein-coding gene,WNK lysine deficient protein kinase 1,0.347
Mus musculus,MTCH1,protein-coding gene,mitochondrial carrier 1,0.346
Mus musculus,POLR2F,protein-coding gene,RNA polymerase II subunit F,0.346
Mus musculus,RP23-179K7.3,,,0.346
Mus musculus,MAP1B,protein-coding gene,microtubule associated protein 1B,0.346
Mus musculus,NCAM1,protein-coding gene,neural cell adhesion molecule 1,0.346
Mus musculus,MATR3,protein-coding gene,matrin 3,0.345
Mus musculus,RP24-483K3.1,,,0.345
Mus musculus,RPL36A-PS2,,,0.345
Mus musculus,BCAS2,protein-coding gene,"BCAS2, pre-mRNA processing factor",0.344
Mus musculus,STMN1,protein-coding gene,stathmin 1,0.344
Mus musculus,CIRBP,protein-coding gene,cold inducible RNA binding protein,0.343
Mus musculus,MRPS24,protein-coding gene,mitochondrial ribosomal protein S24,0.343
Mus musculus,PFDN1,protein-coding gene,prefoldin subunit 1,0.342
Mus musculus,SARNP,protein-coding gene,SAP domain containing ribonucleoprotein,0.342
Mus musculus,TXNDC17,protein-coding gene,thioredoxin domain containing 17,0.342
Mus musculus,MT-RNR1,non-coding RNA,mitochondrially encoded 12S RNA,0.341
Mus musculus,VDAC3,protein-coding gene,voltage dependent anion channel 3,0.341
Mus musculus,LAMP1,protein-coding gene,lysosomal associated membrane protein 1,0.34
Mus musculus,RP23-269H21.1,,,0.34
Mus musculus,ZFAND5,protein-coding gene,zinc finger AN1-type containing 5,0.34
Mus musculus,PSIP1,protein-coding gene,PC4 and SFRS1 interacting protein 1,0.34
Mus musculus,CTBP1,protein-coding gene,C-terminal binding protein 1,0.339
Mus musculus,PSMD7,protein-coding gene,"proteasome 26S subunit, non-ATPase 7",0.339
Mus musculus,RP24-417N21.2,,,0.339
Mus musculus,RP23-8J15.1,,,0.338
Mus musculus,SSB,protein-coding gene,Sjogren syndrome antigen B,0.338
Mus musculus,ANAPC11,protein-coding gene,anaphase promoting complex subunit 11,0.337
Mus musculus,ESD,protein-coding gene,esterase D,0.337
Mus musculus,PPDPF,protein-coding gene,pancreatic progenitor cell differentiation and proliferation factor,0.337
Mus musculus,EIF3A,protein-coding gene,eukaryotic translation initiation factor 3 subunit A,0.336
Mus musculus,HSPD1,protein-coding gene,heat shock protein family D (Hsp60) member 1,0.336
Mus musculus,SARAF,protein-coding gene,store-operated calcium entry associated regulatory factor,0.336
Mus musculus,SH3GLB1,protein-coding gene,"SH3 domain containing GRB2 like, endophilin B1",0.336
Mus musculus,SNRPD3,protein-coding gene,small nuclear ribonucleoprotein D3 polypeptide,0.336
Mus musculus,PTOV1,protein-coding gene,prostate tumor overexpressed 1,0.335
Mus musculus,CISD1,protein-coding gene,CDGSH iron sulfur domain 1,0.334
Mus musculus,RP24-246N21.1,,,0.334
Mus musculus,VCP,protein-coding gene,valosin containing protein,0.334
Mus musculus,CELF2,protein-coding gene,CUGBP Elav-like family member 2,0.333
Mus musculus,PGLS,protein-coding gene,6-phosphogluconolactonase,0.333
Mus musculus,PGRMC1,protein-coding gene,progesterone receptor membrane component 1,0.332
Mus musculus,CACYBP,protein-coding gene,calcyclin binding protein,0.331
Mus musculus,CSDE1,protein-coding gene,cold shock domain containing E1,0.331
Mus musculus,EIF5B,protein-coding gene,eukaryotic translation initiation factor 5B,0.331
Mus musculus,PHB2,protein-coding gene,prohibitin 2,0.331
Mus musculus,NOL7,protein-coding gene,nucleolar protein 7,0.33
Mus musculus,MRPL33,protein-coding gene,mitochondrial ribosomal protein L33,0.329
Mus musculus,NDUFS2,protein-coding gene,NADH:ubiquinone oxidoreductase core subunit S2,0.329
Mus musculus,H2AFY,protein-coding gene,H2A histone family member Y,0.327
Mus musculus,HNRNPH1,protein-coding gene,heterogeneous nuclear ribonucleoprotein H1,0.327
Mus musculus,H2-D1,protein coding gene,"histocompatibility 2, D region locus 1",0.326
Mus musculus,PRRC2C,protein-coding gene,proline rich coiled-coil 2C,0.326
Mus musculus,PTP4A2,protein-coding gene,"protein tyrosine phosphatase type IVA, member 2",0.326
Mus musculus,SERINC1,protein-coding gene,serine incorporator 1,0.326
Mus musculus,SMIM14,protein-coding gene,small integral membrane protein 14,0.326
Mus musculus,EIF3G,protein-coding gene,eukaryotic translation initiation factor 3 subunit G,0.325
Mus musculus,RP23-336M12.2,,,0.325
Mus musculus,CD24A,protein coding gene,CD24a antigen,0.323
Mus musculus,TBCB,protein-coding gene,tubulin folding cofactor B,0.323
Mus musculus,KMT2D,protein-coding gene,lysine methyltransferase 2D,0.322
