Species,Official gene symbol,Product type,Product description,UI
Homo sapiens,ZFYVE27,protein-coding gene,zinc finger FYVE-type containing 27,0
Homo sapiens,ZNF136,protein-coding gene,zinc finger protein 136,0
Homo sapiens,ZNF212,protein-coding gene,zinc finger protein 212,0
Homo sapiens,ZNF416,protein-coding gene,zinc finger protein 416,0
Homo sapiens,ZNF502,protein-coding gene,zinc finger protein 502,0
Homo sapiens,ZNF512,protein-coding gene,zinc finger protein 512,0
Homo sapiens,ZNF534,protein-coding gene,zinc finger protein 534,0
Homo sapiens,ZNF554,protein-coding gene,zinc finger protein 554,0
Homo sapiens,ZNF662,protein-coding gene,zinc finger protein 662,0
Homo sapiens,ZNF678,protein-coding gene,zinc finger protein 678,0
Homo sapiens,ZNF701,protein-coding gene,zinc finger protein 701,0
Homo sapiens,ZNF71,protein-coding gene,zinc finger protein 71,0
Homo sapiens,ZNF778,protein-coding gene,zinc finger protein 778,0
Homo sapiens,AC008155.1,,,0
Homo sapiens,AC020978.1,,,0
Homo sapiens,AC090589.1,,,0
Homo sapiens,AC103975.1,,,0
Homo sapiens,AC145285.1,,,0
Homo sapiens,AP000580.1,,,0
Homo sapiens,KRT18P8,pseudogene,keratin 18 pseudogene 8,0
Homo sapiens,MTATP8P1,pseudogene,MT-ATP8 pseudogene 1,0
Homo sapiens,PCGF7P,pseudogene,polycomb group ring finger 7 pseudogene,0
Homo sapiens,PSMC1,protein-coding gene,"proteasome 26S subunit, ATPase 1",0
Homo sapiens,RPL34P1,pseudogene,ribosomal protein L34 pseudogene 1,0
Homo sapiens,LINC01705,non-coding RNA,long intergenic non-protein coding RNA 1705,0
Homo sapiens,MRAP2,protein-coding gene,melanocortin 2 receptor accessory protein 2,0
Homo sapiens,PDIA2,protein-coding gene,protein disulfide isomerase family A member 2,0
Homo sapiens,PTGIR,protein-coding gene,prostaglandin I2 receptor,0
Homo sapiens,RAB42,protein-coding gene,"RAB42, member RAS oncogene family",0
Homo sapiens,ABCC9,protein-coding gene,ATP binding cassette subfamily C member 9,0
Homo sapiens,AC021074.3,,,0
Homo sapiens,AC105105.2,,,0
Homo sapiens,ACSM5,protein-coding gene,acyl-CoA synthetase medium chain family member 5,0
Homo sapiens,AGXT2,protein-coding gene,alanine--glyoxylate aminotransferase 2,0
Homo sapiens,ALDH8A1,protein-coding gene,aldehyde dehydrogenase 8 family member A1,0
Homo sapiens,AMDHD1,protein-coding gene,amidohydrolase domain containing 1,0
Homo sapiens,ANGPTL8,protein-coding gene,angiopoietin like 8,0
Homo sapiens,ASPG,protein-coding gene,asparaginase,0
Homo sapiens,C2ORF72,protein-coding gene,chromosome 2 open reading frame 72,0
Homo sapiens,C4B,protein-coding gene,complement C4B (Chido blood group),0
Homo sapiens,C8B,protein-coding gene,complement C8 beta chain,0
Homo sapiens,CFHR1,protein-coding gene,complement factor H related 1,0
Homo sapiens,CFHR3,protein-coding gene,complement factor H related 3,0
Homo sapiens,CFHR4,protein-coding gene,complement factor H related 4,0
Homo sapiens,CFHR5,protein-coding gene,complement factor H related 5,0
Homo sapiens,CLEC4G,protein-coding gene,C-type lectin domain family 4 member G,0
Homo sapiens,CPN2,protein-coding gene,carboxypeptidase N subunit 2,0
Homo sapiens,CYP2C18,protein-coding gene,cytochrome P450 family 2 subfamily C member 18,0
Homo sapiens,CYP4F11,protein-coding gene,cytochrome P450 family 4 subfamily F member 11,0
Homo sapiens,CYP4F2,protein-coding gene,cytochrome P450 family 4 subfamily F member 2,0
Homo sapiens,EPB41L4B,protein-coding gene,erythrocyte membrane protein band 4.1 like 4B,0
Homo sapiens,F7,protein-coding gene,coagulation factor VII,0
Homo sapiens,G6PC,protein-coding gene,glucose-6-phosphatase catalytic subunit,0
Homo sapiens,GPAM,protein-coding gene,"glycerol-3-phosphate acyltransferase, mitochondrial",0
Homo sapiens,H6PD,protein-coding gene,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,0
Homo sapiens,HAAO,protein-coding gene,"3-hydroxyanthranilate 3,4-dioxygenase",0
Homo sapiens,HAL,protein-coding gene,histidine ammonia-lyase,0
Homo sapiens,HFE2,protein coding gene,hemochromatosis type 2 (juvenile),0
Homo sapiens,HSD17B13,protein-coding gene,hydroxysteroid 17-beta dehydrogenase 13,0
Homo sapiens,HULC,non-coding RNA,hepatocellular carcinoma up-regulated long non-coding RNA,0
Homo sapiens,HYAL1,protein-coding gene,hyaluronoglucosaminidase 1,0
Homo sapiens,KHK,protein-coding gene,ketohexokinase,0
Homo sapiens,LCAT,protein-coding gene,lecithin-cholesterol acyltransferase,0
Homo sapiens,LDHD,protein-coding gene,lactate dehydrogenase D,0
Homo sapiens,LINC01554,non-coding RNA,long intergenic non-protein coding RNA 1554,0
Homo sapiens,LINC02428,non-coding RNA,long intergenic non-protein coding RNA 2428,0
Homo sapiens,LPA,protein-coding gene,lipoprotein(a),0
Homo sapiens,MANEA,protein-coding gene,mannosidase endo-alpha,0
Homo sapiens,MARC2,protein-coding gene,mitochondrial amidoxime reducing component 2,0
Homo sapiens,MERTK,protein-coding gene,"MER proto-oncogene, tyrosine kinase",0
Homo sapiens,NPC1L1,protein-coding gene,NPC1 like intracellular cholesterol transporter 1,0
Homo sapiens,OIT3,protein-coding gene,oncoprotein induced transcript 3,0
Homo sapiens,PGLYRP2,protein-coding gene,peptidoglycan recognition protein 2,0
Homo sapiens,PLG,protein-coding gene,plasminogen,0
Homo sapiens,PLIN5,protein-coding gene,perilipin 5,0
Homo sapiens,RGL1,protein-coding gene,ral guanine nucleotide dissociation stimulator like 1,0
Homo sapiens,SERPINA10,protein-coding gene,serpin family A member 10,0
Homo sapiens,SERPINA7,protein-coding gene,serpin family A member 7,0
Homo sapiens,SERPIND1,protein-coding gene,serpin family D member 1,0
Homo sapiens,SLC10A1,protein-coding gene,solute carrier family 10 member 1,0
Homo sapiens,SLC13A5,protein-coding gene,solute carrier family 13 member 5,0
Homo sapiens,SLC22A7,protein-coding gene,solute carrier family 22 member 7,0
Homo sapiens,SLC25A47,protein-coding gene,solute carrier family 25 member 47,0
Homo sapiens,SLCO1B1,protein-coding gene,solute carrier organic anion transporter family member 1B1,0
Homo sapiens,SORD2P,pseudogene,"sorbitol dehydrogenase 2, pseudogene",0
Homo sapiens,THRSP,protein-coding gene,thyroid hormone responsive,0
Homo sapiens,AC004938.1,,,0
Homo sapiens,AC063943.1,,,0
Homo sapiens,AICDA,protein-coding gene,activation induced cytidine deaminase,0
Homo sapiens,AIM2,protein-coding gene,absent in melanoma 2,0
Homo sapiens,AP000620.1,,,0
Homo sapiens,AP003467.2,,,0
Homo sapiens,ASB13,protein-coding gene,ankyrin repeat and SOCS box containing 13,0
Homo sapiens,ATP5G2P1,,,0
Homo sapiens,BACH2,protein-coding gene,BTB domain and CNC homolog 2,0
Homo sapiens,CR2,protein-coding gene,complement C3d receptor 2,0
Homo sapiens,GYG2-AS1,non-coding RNA,GYG2 antisense RNA 1,0
Homo sapiens,HLA-DOA,protein-coding gene,"major histocompatibility complex, class II, DO alpha",0
Homo sapiens,HMGN2P22,pseudogene,high mobility group nucleosomal binding domain 2 pseudogene 22,0
Homo sapiens,HMGN2P40,pseudogene,high mobility group nucleosomal binding domain 2 pseudogene 40,0
Homo sapiens,LRRK1,protein-coding gene,leucine rich repeat kinase 1,0
Homo sapiens,MILR1,protein-coding gene,mast cell immunoglobulin like receptor 1,0
Homo sapiens,NUGGC,protein-coding gene,"nuclear GTPase, germinal center associated",0
Homo sapiens,OGG1,protein-coding gene,8-oxoguanine DNA glycosylase,0
Homo sapiens,RFX5,protein-coding gene,regulatory factor X5,0
Homo sapiens,RPL7P48,pseudogene,ribosomal protein L7 pseudogene 48,0
Homo sapiens,RPS23P7,pseudogene,ribosomal protein S23 pseudogene 7,0
Homo sapiens,RPS4XP2,pseudogene,ribosomal protein S4X pseudogene 2,0
Homo sapiens,SERPINA9,protein-coding gene,serpin family A member 9,0
Homo sapiens,SGPP1,protein-coding gene,sphingosine-1-phosphate phosphatase 1,0
Homo sapiens,SYVN1,protein-coding gene,synoviolin 1,0
Homo sapiens,VNN2,protein-coding gene,vanin 2,0
Homo sapiens,YBX1P6,pseudogene,Y-box binding protein 1 pseudogene 6,0
Homo sapiens,EIF4A1,protein-coding gene,eukaryotic translation initiation factor 4A1,0
Homo sapiens,MRPS11,protein-coding gene,mitochondrial ribosomal protein S11,0
Homo sapiens,AC245060.5,,,0
Homo sapiens,GCNT4,protein-coding gene,"glucosaminyl (N-acetyl) transferase 4, core 2",0
Homo sapiens,TRAF3IP3,protein-coding gene,TRAF3 interacting protein 3,0
Homo sapiens,ABCC13,pseudogene,ATP binding cassette subfamily C member 13 (pseudogene),0
Homo sapiens,TBCEL,protein-coding gene,tubulin folding cofactor E like,0
Homo sapiens,TMEM86B,protein-coding gene,transmembrane protein 86B,0
Homo sapiens,AC138207.8,,,0
Homo sapiens,AC147067.1,,,0
Homo sapiens,ANKS3,protein-coding gene,ankyrin repeat and sterile alpha motif domain containing 3,0
Homo sapiens,ARSB,protein-coding gene,arylsulfatase B,0
Homo sapiens,ARSK,protein-coding gene,arylsulfatase family member K,0
Homo sapiens,C5ORF51,protein-coding gene,chromosome 5 open reading frame 51,0
Homo sapiens,CABLES1,protein-coding gene,Cdk5 and Abl enzyme substrate 1,0
Homo sapiens,CHSY3,protein-coding gene,chondroitin sulfate synthase 3,0
Homo sapiens,CPEB2,protein-coding gene,cytoplasmic polyadenylation element binding protein 2,0
Homo sapiens,DDX19A,protein-coding gene,DEAD-box helicase 19A,0
Homo sapiens,DROSHA,protein-coding gene,drosha ribonuclease III,0
Homo sapiens,EDA2R,protein-coding gene,ectodysplasin A2 receptor,0
Homo sapiens,FHOD1,protein-coding gene,formin homology 2 domain containing 1,0
Homo sapiens,GDNF,protein-coding gene,glial cell derived neurotrophic factor,0
Homo sapiens,KLF12,protein-coding gene,Kruppel like factor 12,0
Homo sapiens,KRT34,protein-coding gene,keratin 34,0
Homo sapiens,LINC01048,non-coding RNA,long intergenic non-protein coding RNA 1048,0
Homo sapiens,LINC01204,non-coding RNA,long intergenic non-protein coding RNA 1204,0
Homo sapiens,LINC01278,non-coding RNA,long intergenic non-protein coding RNA 1278,0
Homo sapiens,LYSMD3,protein-coding gene,LysM domain containing 3,0
Homo sapiens,LZTR1,protein-coding gene,leucine zipper like transcription regulator 1,0
Homo sapiens,MAN2B2,protein-coding gene,mannosidase alpha class 2B member 2,0
Homo sapiens,MBTPS2,protein-coding gene,"membrane bound transcription factor peptidase, site 2",0
Homo sapiens,MNT,protein-coding gene,MAX network transcriptional repressor,0
Homo sapiens,MOSPD2,protein-coding gene,motile sperm domain containing 2,0
Homo sapiens,MYOCD,protein-coding gene,myocardin,0
Homo sapiens,PIP4K2B,protein-coding gene,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,0
Homo sapiens,PLEKHM1,protein-coding gene,pleckstrin homology and RUN domain containing M1,0
Homo sapiens,RASA3,protein-coding gene,RAS p21 protein activator 3,0
Homo sapiens,RTL6,protein-coding gene,retrotransposon Gag like 6,0
Homo sapiens,SGTB,protein-coding gene,small glutamine rich tetratricopeptide repeat containing beta,0
Homo sapiens,SH3PXD2B,protein-coding gene,SH3 and PX domains 2B,0
Homo sapiens,SLC12A4,protein-coding gene,solute carrier family 12 member 4,0
Homo sapiens,SLC7A6,protein-coding gene,solute carrier family 7 member 6,0
Homo sapiens,SLC9A7,protein-coding gene,solute carrier family 9 member A7,0
Homo sapiens,STS,protein-coding gene,steroid sulfatase,0
Homo sapiens,TBC1D24,protein-coding gene,TBC1 domain family member 24,0
Homo sapiens,TMEM184C,protein-coding gene,transmembrane protein 184C,0
Homo sapiens,TMEM267,protein-coding gene,transmembrane protein 267,0
Homo sapiens,WDFY3,protein-coding gene,WD repeat and FYVE domain containing 3,0
Homo sapiens,KRT18P28,pseudogene,keratin 18 pseudogene 28,0
Homo sapiens,KRT18P39,pseudogene,keratin 18 pseudogene 39,0
Homo sapiens,ADGRE1,protein-coding gene,adhesion G protein-coupled receptor E1,0
Homo sapiens,LILRB3,protein-coding gene,leukocyte immunoglobulin like receptor B3,0
Homo sapiens,AC016700.2,,,0
Homo sapiens,AC104843.1,,,0
Homo sapiens,AC107983.1,,,0
Homo sapiens,AC108022.1,,,0
Homo sapiens,RPS15AP12,pseudogene,ribosomal protein S15a pseudogene 12,0
Homo sapiens,RPS27AP1,pseudogene,ribosomal protein S27a pseudogene 1,0
Homo sapiens,AC008481.1,,,0
Homo sapiens,AC009997.1,,,0
Homo sapiens,AC093700.1,,,0
Homo sapiens,AC104971.1,,,0
Homo sapiens,AC078788.2,,,0
Homo sapiens,AC091138.1,,,0
Homo sapiens,AL121983.2,,,0
Homo sapiens,CERS1,protein-coding gene,ceramide synthase 1,0
Homo sapiens,CTAG1A,protein-coding gene,cancer/testis antigen 1A,0
Homo sapiens,EXOC2,protein-coding gene,exocyst complex component 2,0
Homo sapiens,GGACT,protein-coding gene,gamma-glutamylamine cyclotransferase,0
Homo sapiens,IQCH-AS1,non-coding RNA,IQCH antisense RNA 1,0
Homo sapiens,OBSCN,protein-coding gene,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",0
Homo sapiens,ZNF680,protein-coding gene,zinc finger protein 680,0
Homo sapiens,C3ORF70,protein-coding gene,chromosome 3 open reading frame 70,0
Homo sapiens,ZNF16,protein-coding gene,zinc finger protein 16,0
Homo sapiens,ZNF532,protein-coding gene,zinc finger protein 532,0
Homo sapiens,COQ10A,protein-coding gene,coenzyme Q10A,0
Homo sapiens,LINC01588,non-coding RNA,long intergenic non-protein coding RNA 1588,0
Homo sapiens,EYA1,protein-coding gene,EYA transcriptional coactivator and phosphatase 1,0
Homo sapiens,ABCB9,protein-coding gene,ATP binding cassette subfamily B member 9,0
Homo sapiens,ABCG1,protein-coding gene,ATP binding cassette subfamily G member 1,0
Homo sapiens,AC004540.2,,,0
Homo sapiens,AC010618.3,,,0
Homo sapiens,AC010931.2,,,0
Homo sapiens,AC011239.2,,,0
Homo sapiens,AC022469.1,,,0
Homo sapiens,AC079780.1,,,0
Homo sapiens,AC093503.3,,,0
Homo sapiens,AC243773.2,,,0
Homo sapiens,ACTL6B,protein-coding gene,actin like 6B,0
Homo sapiens,ACVR1,protein-coding gene,activin A receptor type 1,0
Homo sapiens,ADAMTS18,protein-coding gene,ADAM metallopeptidase with thrombospondin type 1 motif 18,0
Homo sapiens,ADCY4,protein-coding gene,adenylate cyclase 4,0
Homo sapiens,AFAP1L2,protein-coding gene,actin filament associated protein 1 like 2,0
Homo sapiens,AL135925.1,,,0
Homo sapiens,AL512380.1,,,0
Homo sapiens,AL589740.1,,,0
Homo sapiens,ANGEL2,protein-coding gene,angel homolog 2,0
Homo sapiens,ANKRD6,protein-coding gene,ankyrin repeat domain 6,0
Homo sapiens,ANXA2R,protein-coding gene,annexin A2 receptor,0
Homo sapiens,AP000648.3,,,0
Homo sapiens,AP001157.1,,,0
Homo sapiens,AP003481.1,,,0
Homo sapiens,APOL4,protein-coding gene,apolipoprotein L4,0
Homo sapiens,ARHGEF17,protein-coding gene,Rho guanine nucleotide exchange factor 17,0
Homo sapiens,ARHGEF9,protein-coding gene,Cdc42 guanine nucleotide exchange factor 9,0
Homo sapiens,ASB3,protein-coding gene,ankyrin repeat and SOCS box containing 3,0
Homo sapiens,ASIC4,protein-coding gene,acid sensing ion channel subunit family member 4,0
Homo sapiens,B3GAT1,protein-coding gene,"beta-1,3-glucuronyltransferase 1",0
Homo sapiens,BAIAP2-AS1,,,0
Homo sapiens,BIVM,protein-coding gene,"basic, immunoglobulin-like variable motif containing",0
Homo sapiens,BTBD17,protein-coding gene,BTB domain containing 17,0
Homo sapiens,C1ORF64,,,0
Homo sapiens,C21ORF62,protein-coding gene,chromosome 21 open reading frame 62,0
Homo sapiens,C2ORF27A,other,chromosome 2 open reading frame 27A,0
Homo sapiens,C8ORF46,,,0
Homo sapiens,CACNA1E,protein-coding gene,calcium voltage-gated channel subunit alpha1 E,0
Homo sapiens,CADM3,protein-coding gene,cell adhesion molecule 3,0
Homo sapiens,CAMKV,protein-coding gene,CaM kinase like vesicle associated,0
Homo sapiens,CARD10,protein-coding gene,caspase recruitment domain family member 10,0
Homo sapiens,CASC10,protein-coding gene,cancer susceptibility 10,0
Homo sapiens,CBLN2,protein-coding gene,cerebellin 2 precursor,0
Homo sapiens,CCDC102A,protein-coding gene,coiled-coil domain containing 102A,0
Homo sapiens,CDH8,protein-coding gene,cadherin 8,0
Homo sapiens,CHM,protein-coding gene,"CHM, Rab escort protein 1",0
Homo sapiens,CHRM3,protein-coding gene,cholinergic receptor muscarinic 3,0
Homo sapiens,CHRNA3,protein-coding gene,cholinergic receptor nicotinic alpha 3 subunit,0
Homo sapiens,CHST15,protein-coding gene,carbohydrate sulfotransferase 15,0
Homo sapiens,CLEC1A,protein-coding gene,C-type lectin domain family 1 member A,0
Homo sapiens,CLYBL,protein-coding gene,citrate lyase beta like,0
Homo sapiens,COX15,protein-coding gene,cytochrome c oxidase assembly homolog COX15,0
Homo sapiens,CPNE4,protein-coding gene,copine 4,0
Homo sapiens,CPNE9,protein-coding gene,copine family member 9,0
Homo sapiens,CRISPLD1,protein-coding gene,cysteine rich secretory protein LCCL domain containing 1,0
Homo sapiens,CRYBB1,protein-coding gene,crystallin beta B1,0
Homo sapiens,D21S2088E,,,0
Homo sapiens,DCLK2,protein-coding gene,doublecortin like kinase 2,0
Homo sapiens,DLG4,protein-coding gene,discs large MAGUK scaffold protein 4,0
Homo sapiens,DLX6-AS1,non-coding RNA,DLX6 antisense RNA 1,0
Homo sapiens,DOCK6,protein-coding gene,dedicator of cytokinesis 6,0
Homo sapiens,DYNC1I2P1,pseudogene,dynein cytoplasmic 1 intermediate chain 2 pseudogene 1,0
Homo sapiens,EBF3,protein-coding gene,early B cell factor 3,0
Homo sapiens,EPHA5,protein-coding gene,EPH receptor A5,0
Homo sapiens,ESRRB,protein-coding gene,estrogen related receptor beta,0
Homo sapiens,FAM124B,protein-coding gene,family with sequence similarity 124 member B,0
Homo sapiens,FAM131A,protein-coding gene,family with sequence similarity 131 member A,0
Homo sapiens,FAM19A4,protein-coding gene,"family with sequence similarity 19 member A4, C-C motif chemokine like",0
Homo sapiens,FAM69C,protein-coding gene,family with sequence similarity 69 member C,0
Homo sapiens,FAT3,protein-coding gene,FAT atypical cadherin 3,0
Homo sapiens,FEZF2,protein-coding gene,FEZ family zinc finger 2,0
Homo sapiens,FGD5,protein-coding gene,"FYVE, RhoGEF and PH domain containing 5",0
Homo sapiens,FGF3,protein-coding gene,fibroblast growth factor 3,0
Homo sapiens,FOXF2,protein-coding gene,forkhead box F2,0
Homo sapiens,FOXP2,protein-coding gene,forkhead box P2,0
Homo sapiens,FUK,protein-coding gene,fucokinase,0
Homo sapiens,FXYD7,protein-coding gene,FXYD domain containing ion transport regulator 7,0
Homo sapiens,FZD10-AS1,,,0
Homo sapiens,GABBR1,protein-coding gene,gamma-aminobutyric acid type B receptor subunit 1,0
Homo sapiens,GAL3ST4,protein-coding gene,galactose-3-O-sulfotransferase 4,0
Homo sapiens,GBA2,protein-coding gene,glucosylceramidase beta 2,0
Homo sapiens,GDPD2,protein-coding gene,glycerophosphodiester phosphodiesterase domain containing 2,0
Homo sapiens,GFOD1,protein-coding gene,glucose-fructose oxidoreductase domain containing 1,0
Homo sapiens,GNA12,protein-coding gene,G protein subunit alpha 12,0
Homo sapiens,GNB3,protein-coding gene,G protein subunit beta 3,0
Homo sapiens,GNG8,protein-coding gene,G protein subunit gamma 8,0
Homo sapiens,GPER1,protein-coding gene,G protein-coupled estrogen receptor 1,0
Homo sapiens,GPR161,protein-coding gene,G protein-coupled receptor 161,0
Homo sapiens,GPR4,protein-coding gene,G protein-coupled receptor 4,0
Homo sapiens,GPRIN3,protein-coding gene,GPRIN family member 3,0
Homo sapiens,GRIA1,protein-coding gene,glutamate ionotropic receptor AMPA type subunit 1,0
Homo sapiens,GRIK3,protein-coding gene,glutamate ionotropic receptor kainate type subunit 3,0
Homo sapiens,GRP,protein-coding gene,gastrin releasing peptide,0
Homo sapiens,HECA,protein-coding gene,"hdc homolog, cell cycle regulator",0
Homo sapiens,HSPA12B,protein-coding gene,heat shock protein family A (Hsp70) member 12B,0
Homo sapiens,IGSF21,protein-coding gene,immunoglobin superfamily member 21,0
Homo sapiens,IGSF9,protein-coding gene,immunoglobulin superfamily member 9,0
Homo sapiens,INO80D,protein-coding gene,INO80 complex subunit D,0
Homo sapiens,ITPKB,protein-coding gene,inositol-trisphosphate 3-kinase B,0
Homo sapiens,JPH4,protein-coding gene,junctophilin 4,0
Homo sapiens,KANK3,protein-coding gene,KN motif and ankyrin repeat domains 3,0
Homo sapiens,KCNE5,protein-coding gene,potassium voltage-gated channel subfamily E regulatory subunit 5,0
Homo sapiens,KCNIP1,protein-coding gene,potassium voltage-gated channel interacting protein 1,0
Homo sapiens,KCNQ3,protein-coding gene,potassium voltage-gated channel subfamily Q member 3,0
Homo sapiens,KIAA0141,,,0
Homo sapiens,KIAA1147,protein-coding gene,KIAA1147,0
Homo sapiens,KIAA1161,,,0
Homo sapiens,KIF20A,protein-coding gene,kinesin family member 20A,0
Homo sapiens,KIF26A,protein-coding gene,kinesin family member 26A,0
Homo sapiens,KLHDC8A,protein-coding gene,kelch domain containing 8A,0
Homo sapiens,LHX5,protein-coding gene,LIM homeobox 5,0
Homo sapiens,LHX9,protein-coding gene,LIM homeobox 9,0
Homo sapiens,LINC01122,non-coding RNA,long intergenic non-protein coding RNA 1122,0
Homo sapiens,LINC01128,non-coding RNA,long intergenic non-protein coding RNA 1128,0
Homo sapiens,LINGO1,protein-coding gene,leucine rich repeat and Ig domain containing 1,0
Homo sapiens,LMBR1,protein-coding gene,limb development membrane protein 1,0
Homo sapiens,LMX1A,protein-coding gene,LIM homeobox transcription factor 1 alpha,0
Homo sapiens,LRCH1,protein-coding gene,leucine rich repeats and calponin homology domain containing 1,0
Homo sapiens,MAML3,protein-coding gene,mastermind like transcriptional coactivator 3,0
Homo sapiens,MASP1,protein-coding gene,mannan binding lectin serine peptidase 1,0
Homo sapiens,MED12L,protein-coding gene,mediator complex subunit 12 like,0
Homo sapiens,MICU3,protein-coding gene,mitochondrial calcium uptake family member 3,0
Homo sapiens,MIR124-2HG,non-coding RNA,MIR124-2 host gene,0
Homo sapiens,MLC1,protein-coding gene,megalencephalic leukoencephalopathy with subcortical cysts 1,0
Homo sapiens,MMP16,protein-coding gene,matrix metallopeptidase 16,0
Homo sapiens,MMP25,protein-coding gene,matrix metallopeptidase 25,0
Homo sapiens,MPRIP-AS1,non-coding RNA,MPRIP antisense RNA 1,0
Homo sapiens,MYLK2,protein-coding gene,myosin light chain kinase 2,0
Homo sapiens,NAP1L3,protein-coding gene,nucleosome assembly protein 1 like 3,0
Homo sapiens,NAXD,protein-coding gene,NAD(P)HX dehydratase,0
Homo sapiens,NCALD,protein-coding gene,neurocalcin delta,0
Homo sapiens,NCAN,protein-coding gene,neurocan,0
Homo sapiens,NCKAP5,protein-coding gene,NCK associated protein 5,0
Homo sapiens,NECAB2,protein-coding gene,N-terminal EF-hand calcium binding protein 2,0
Homo sapiens,NEIL3,protein-coding gene,nei like DNA glycosylase 3,0
Homo sapiens,NEUROD4,protein-coding gene,neuronal differentiation 4,0
Homo sapiens,NEUROG1,protein-coding gene,neurogenin 1,0
Homo sapiens,NEUROG2,protein-coding gene,neurogenin 2,0
Homo sapiens,NGB,protein-coding gene,neuroglobin,0
Homo sapiens,NHLH2,protein-coding gene,nescient helix-loop-helix 2,0
Homo sapiens,NPIPB5,protein-coding gene,nuclear pore complex interacting protein family member B5,0
Homo sapiens,NPTX1,protein-coding gene,neuronal pentraxin 1,0
Homo sapiens,NR2E1,protein-coding gene,nuclear receptor subfamily 2 group E member 1,0
Homo sapiens,NXPH1,protein-coding gene,neurexophilin 1,0
Homo sapiens,OLIG2,protein-coding gene,oligodendrocyte transcription factor 2,0
Homo sapiens,OTX1,protein-coding gene,orthodenticle homeobox 1,0
Homo sapiens,PAK5,protein-coding gene,p21 (RAC1) activated kinase 5,0
Homo sapiens,PALD1,protein-coding gene,"phosphatase domain containing, paladin 1",0
Homo sapiens,PAX7,protein-coding gene,paired box 7,0
Homo sapiens,PCDH12,protein-coding gene,protocadherin 12,0
Homo sapiens,PDGFB,protein-coding gene,platelet derived growth factor subunit B,0
Homo sapiens,PHF21B,protein-coding gene,PHD finger protein 21B,0
Homo sapiens,PIK3R6,protein-coding gene,phosphoinositide-3-kinase regulatory subunit 6,0
Homo sapiens,PLCG1,protein-coding gene,phospholipase C gamma 1,0
Homo sapiens,PLEKHG1,protein-coding gene,pleckstrin homology and RhoGEF domain containing G1,0
Homo sapiens,PLPPR1,protein-coding gene,phospholipid phosphatase related 1,0
Homo sapiens,PLPPR2,protein-coding gene,phospholipid phosphatase related 2,0
Homo sapiens,POU3F4,protein-coding gene,POU class 3 homeobox 4,0
Homo sapiens,PPARD,protein-coding gene,peroxisome proliferator activated receptor delta,0
Homo sapiens,PPP1R16B,protein-coding gene,protein phosphatase 1 regulatory subunit 16B,0
Homo sapiens,PRRT2,protein-coding gene,proline rich transmembrane protein 2,0
Homo sapiens,PRX,protein-coding gene,periaxin,0
Homo sapiens,PTGER3,protein-coding gene,prostaglandin E receptor 3,0
Homo sapiens,PTPRD-AS1,non-coding RNA,PTPRD antisense RNA 1,0
Homo sapiens,RALYL,protein-coding gene,RALY RNA binding protein like,0
Homo sapiens,RASL12,protein-coding gene,RAS like family 12,0
Homo sapiens,RBFOX1,protein-coding gene,RNA binding fox-1 homolog 1,0
Homo sapiens,RHPN1,protein-coding gene,rhophilin Rho GTPase binding protein 1,0
Homo sapiens,RIT2,protein-coding gene,Ras like without CAAX 2,0
Homo sapiens,RNF165,protein-coding gene,ring finger protein 165,0
Homo sapiens,S1PR3,protein-coding gene,sphingosine-1-phosphate receptor 3,0
Homo sapiens,SBK1,protein-coding gene,SH3 domain binding kinase 1,0
Homo sapiens,SENCR,non-coding RNA,smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA,0
Homo sapiens,SEZ6,protein-coding gene,seizure related 6 homolog,0
Homo sapiens,SHC1,protein-coding gene,SHC adaptor protein 1,0
Homo sapiens,SHISA9,protein-coding gene,shisa family member 9,0
Homo sapiens,SHROOM1,protein-coding gene,shroom family member 1,0
Homo sapiens,SHROOM4,protein-coding gene,shroom family member 4,0
Homo sapiens,SKI,protein-coding gene,SKI proto-oncogene,0
Homo sapiens,SLC12A7,protein-coding gene,solute carrier family 12 member 7,0
Homo sapiens,SLC16A14,protein-coding gene,solute carrier family 16 member 14,0
Homo sapiens,SLC32A1,protein-coding gene,solute carrier family 32 member 1,0
Homo sapiens,SLITRK1,protein-coding gene,SLIT and NTRK like family member 1,0
Homo sapiens,SNX11,protein-coding gene,sorting nexin 11,0
Homo sapiens,SOX13,protein-coding gene,SRY-box 13,0
Homo sapiens,SOX14,protein-coding gene,SRY-box 14,0
Homo sapiens,SP9,protein-coding gene,Sp9 transcription factor,0
Homo sapiens,SPAAR,protein-coding gene,small regulatory polypeptide of amino acid response,0
Homo sapiens,SPINK8,protein-coding gene,"serine peptidase inhibitor, Kazal type 8 (putative)",0
Homo sapiens,SRC,protein-coding gene,"SRC proto-oncogene, non-receptor tyrosine kinase",0
Homo sapiens,SRGAP2B,protein-coding gene,SLIT-ROBO Rho GTPase activating protein 2B,0
Homo sapiens,SRRM3,protein-coding gene,serine/arginine repetitive matrix 3,0
Homo sapiens,ST6GAL2,protein-coding gene,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",0
