Species,Official gene symbol,Product type,Product description,UI
Homo sapiens,PIM1,protein-coding gene,"Pim-1 proto-oncogene, serine/threonine kinase",0.013
Homo sapiens,PTK2,protein-coding gene,protein tyrosine kinase 2,0.013
Homo sapiens,SNRPFP1,pseudogene,small nuclear ribonucleoprotein polypeptide F pseudogene 1,0.013
Homo sapiens,TESC,protein-coding gene,tescalcin,0.013
Homo sapiens,TNFAIP3,protein-coding gene,TNF alpha induced protein 3,0.013
Homo sapiens,WARS,protein-coding gene,tryptophanyl-tRNA synthetase,0.013
Homo sapiens,COX11,protein-coding gene,cytochrome c oxidase copper chaperone COX11,0.013
Homo sapiens,GLRX2,protein-coding gene,glutaredoxin 2,0.013
Homo sapiens,KHSRP,protein-coding gene,KH-type splicing regulatory protein,0.013
Homo sapiens,LBR,protein-coding gene,lamin B receptor,0.013
Homo sapiens,MAPKAP1,protein-coding gene,mitogen-activated protein kinase associated protein 1,0.013
Homo sapiens,NOLC1,protein-coding gene,nucleolar and coiled-body phosphoprotein 1,0.013
Homo sapiens,NQO2,protein-coding gene,N-ribosyldihydronicotinamide:quinone reductase 2,0.013
Homo sapiens,POLR2A,protein-coding gene,RNA polymerase II subunit A,0.013
Homo sapiens,RABEP1,protein-coding gene,"rabaptin, RAB GTPase binding effector protein 1",0.013
Homo sapiens,RBMX2,protein-coding gene,RNA binding motif protein X-linked 2,0.013
Homo sapiens,RNF138,protein-coding gene,ring finger protein 138,0.013
Homo sapiens,RRM1,protein-coding gene,ribonucleotide reductase catalytic subunit M1,0.013
Homo sapiens,SDHAF3,protein-coding gene,succinate dehydrogenase complex assembly factor 3,0.013
Homo sapiens,STAT1,protein-coding gene,signal transducer and activator of transcription 1,0.013
Homo sapiens,TAF11,protein-coding gene,TATA-box binding protein associated factor 11,0.013
Homo sapiens,TAF15,protein-coding gene,TATA-box binding protein associated factor 15,0.013
Homo sapiens,TIMM23,protein-coding gene,translocase of inner mitochondrial membrane 23,0.013
Homo sapiens,TWISTNB,protein-coding gene,TWIST neighbor,0.013
Homo sapiens,CFL2,protein-coding gene,cofilin 2,0.013
Homo sapiens,CLINT1,protein-coding gene,clathrin interactor 1,0.013
Homo sapiens,DESI2,protein-coding gene,desumoylating isopeptidase 2,0.013
Homo sapiens,FGFR1,protein-coding gene,fibroblast growth factor receptor 1,0.013
Homo sapiens,KMT2A,protein-coding gene,lysine methyltransferase 2A,0.013
Homo sapiens,PLA2G12A,protein-coding gene,phospholipase A2 group XIIA,0.013
Homo sapiens,WAPL,protein-coding gene,WAPL cohesin release factor,0.013
Homo sapiens,DHX30,protein-coding gene,DExH-box helicase 30,0.013
Homo sapiens,H3F3AP4,pseudogene,"H3 histone, family 3A, pseudogene 4",0.013
Homo sapiens,INO80C,protein-coding gene,INO80 complex subunit C,0.013
Homo sapiens,KDM1A,protein-coding gene,lysine demethylase 1A,0.013
Homo sapiens,KDM5A,protein-coding gene,lysine demethylase 5A,0.013
Homo sapiens,MOCS2,protein-coding gene,molybdenum cofactor synthesis 2,0.013
Homo sapiens,AC097523.1,,,0.012
Homo sapiens,AC106795.1,,,0.012
Homo sapiens,ACLY,protein-coding gene,ATP citrate lyase,0.012
Homo sapiens,ADK,protein-coding gene,adenosine kinase,0.012
Homo sapiens,ADM,protein-coding gene,adrenomedullin,0.012
Homo sapiens,ANKRD54,protein-coding gene,ankyrin repeat domain 54,0.012
Homo sapiens,APOBEC3C,protein-coding gene,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,0.012
Homo sapiens,APOD,protein-coding gene,apolipoprotein D,0.012
Homo sapiens,ARHGAP5,protein-coding gene,Rho GTPase activating protein 5,0.012
Homo sapiens,ARRDC3,protein-coding gene,arrestin domain containing 3,0.012
Homo sapiens,AXL,protein-coding gene,AXL receptor tyrosine kinase,0.012
Homo sapiens,BNIP2,protein-coding gene,BCL2 interacting protein 2,0.012
Homo sapiens,C11ORF1,protein-coding gene,chromosome 11 open reading frame 1,0.012
Homo sapiens,CCSER2,protein-coding gene,coiled-coil serine rich protein 2,0.012
Homo sapiens,CD82,protein-coding gene,CD82 molecule,0.012
Homo sapiens,CENPM,protein-coding gene,centromere protein M,0.012
Homo sapiens,CHIC2,protein-coding gene,cysteine rich hydrophobic domain 2,0.012
Homo sapiens,CHMP1A,protein-coding gene,charged multivesicular body protein 1A,0.012
Homo sapiens,CMTM7,protein-coding gene,CKLF like MARVEL transmembrane domain containing 7,0.012
Homo sapiens,COPB1,protein-coding gene,coatomer protein complex subunit beta 1,0.012
Homo sapiens,COPB2,protein-coding gene,coatomer protein complex subunit beta 2,0.012
Homo sapiens,COPS2,protein-coding gene,COP9 signalosome subunit 2,0.012
Homo sapiens,COX6A1P2,pseudogene,cytochrome c oxidase subunit 6A1 pseudogene 2,0.012
Homo sapiens,CRLS1,protein-coding gene,cardiolipin synthase 1,0.012
Homo sapiens,CSTA,protein-coding gene,cystatin A,0.012
Homo sapiens,CSTF3,protein-coding gene,cleavage stimulation factor subunit 3,0.012
Homo sapiens,DEGS1,protein-coding gene,"delta 4-desaturase, sphingolipid 1",0.012
Homo sapiens,DNAJC10,protein-coding gene,DnaJ heat shock protein family (Hsp40) member C10,0.012
Homo sapiens,DNTTIP1,protein-coding gene,deoxynucleotidyltransferase terminal interacting protein 1,0.012
Homo sapiens,DYNLT3,protein-coding gene,dynein light chain Tctex-type 3,0.012
Homo sapiens,ELMSAN1,protein-coding gene,ELM2 and Myb/SANT domain containing 1,0.012
Homo sapiens,ENOPH1,protein-coding gene,enolase-phosphatase 1,0.012
Homo sapiens,F3,protein-coding gene,"coagulation factor III, tissue factor",0.012
Homo sapiens,FARSA,protein-coding gene,phenylalanyl-tRNA synthetase subunit alpha,0.012
Homo sapiens,FASTK,protein-coding gene,Fas activated serine/threonine kinase,0.012
Homo sapiens,GAPDHP1,pseudogene,glyceraldehyde-3-phosphate dehydrogenase pseudogene 1,0.012
Homo sapiens,GINM1,protein-coding gene,glycoprotein integral membrane 1,0.012
Homo sapiens,HADH,protein-coding gene,hydroxyacyl-CoA dehydrogenase,0.012
Homo sapiens,HAT1,protein-coding gene,histone acetyltransferase 1,0.012
Homo sapiens,ITFG1,protein-coding gene,integrin alpha FG-GAP repeat containing 1,0.012
Homo sapiens,JOSD2,protein-coding gene,Josephin domain containing 2,0.012
Homo sapiens,JPT2,protein-coding gene,Jupiter microtubule associated homolog 2,0.012
Homo sapiens,JUP,protein-coding gene,junction plakoglobin,0.012
Homo sapiens,KRT17,protein-coding gene,keratin 17,0.012
Homo sapiens,LRP10,protein-coding gene,LDL receptor related protein 10,0.012
Homo sapiens,LUC7L2,protein-coding gene,"LUC7 like 2, pre-mRNA splicing factor",0.012
Homo sapiens,LZIC,protein-coding gene,leucine zipper and CTNNBIP1 domain containing,0.012
Homo sapiens,MPDU1,protein-coding gene,mannose-P-dolichol utilization defect 1,0.012
Homo sapiens,MPHOSPH10,protein-coding gene,M-phase phosphoprotein 10,0.012
Homo sapiens,MRPL45,protein-coding gene,mitochondrial ribosomal protein L45,0.012
Homo sapiens,NIT2,protein-coding gene,nitrilase family member 2,0.012
Homo sapiens,NR1H2,protein-coding gene,nuclear receptor subfamily 1 group H member 2,0.012
Homo sapiens,ODF2L,protein-coding gene,outer dense fiber of sperm tails 2 like,0.012
Homo sapiens,OFD1,protein-coding gene,"OFD1, centriole and centriolar satellite protein",0.012
Homo sapiens,PBRM1,protein-coding gene,polybromo 1,0.012
Homo sapiens,PHF20L1,protein-coding gene,PHD finger protein 20 like 1,0.012
Homo sapiens,PLK2,protein-coding gene,polo like kinase 2,0.012
Homo sapiens,PLPP2,protein-coding gene,phospholipid phosphatase 2,0.012
Homo sapiens,PLSCR1,protein-coding gene,phospholipid scramblase 1,0.012
Homo sapiens,PPP1R14BP3,pseudogene,protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 3,0.012
Homo sapiens,PPP1R18,protein-coding gene,protein phosphatase 1 regulatory subunit 18,0.012
Homo sapiens,PPP6C,protein-coding gene,protein phosphatase 6 catalytic subunit,0.012
Homo sapiens,PRC1,protein-coding gene,protein regulator of cytokinesis 1,0.012
Homo sapiens,RDH11,protein-coding gene,retinol dehydrogenase 11,0.012
Homo sapiens,RILPL2,protein-coding gene,Rab interacting lysosomal protein like 2,0.012
Homo sapiens,RPF1,protein-coding gene,ribosome production factor 1 homolog,0.012
Homo sapiens,RPL24P7,pseudogene,ribosomal protein L24 pseudogene 7,0.012
Homo sapiens,SAFB,protein-coding gene,scaffold attachment factor B,0.012
Homo sapiens,SLC2A1,protein-coding gene,solute carrier family 2 member 1,0.012
Homo sapiens,TM2D2,protein-coding gene,TM2 domain containing 2,0.012
Homo sapiens,TNIP2,protein-coding gene,TNFAIP3 interacting protein 2,0.012
Homo sapiens,TOLLIP,protein-coding gene,toll interacting protein,0.012
Homo sapiens,TPD52L2,protein-coding gene,tumor protein D52 like 2,0.012
Homo sapiens,TRABD,protein-coding gene,TraB domain containing,0.012
Homo sapiens,TWF2,protein-coding gene,twinfilin actin binding protein 2,0.012
Homo sapiens,VRK1,protein-coding gene,vaccinia related kinase 1,0.012
Homo sapiens,WDR13,protein-coding gene,WD repeat domain 13,0.012
Homo sapiens,YARS,protein-coding gene,tyrosyl-tRNA synthetase,0.012
Homo sapiens,ZMYND8,protein-coding gene,zinc finger MYND-type containing 8,0.012
Homo sapiens,ZYX,protein-coding gene,zyxin,0.012
Homo sapiens,AC092017.2,,,0.012
Homo sapiens,ANKRD28,protein-coding gene,ankyrin repeat domain 28,0.012
Homo sapiens,CARD16,protein-coding gene,caspase recruitment domain family member 16,0.012
Homo sapiens,CCL2,protein-coding gene,C-C motif chemokine ligand 2,0.012
Homo sapiens,CNOT4,protein-coding gene,CCR4-NOT transcription complex subunit 4,0.012
Homo sapiens,IL7R,protein-coding gene,interleukin 7 receptor,0.012
Homo sapiens,MFAP4,protein-coding gene,microfibril associated protein 4,0.012
Homo sapiens,MGLL,protein-coding gene,monoglyceride lipase,0.012
Homo sapiens,NOVA1,protein-coding gene,NOVA alternative splicing regulator 1,0.012
Homo sapiens,RBM6,protein-coding gene,RNA binding motif protein 6,0.012
Homo sapiens,ALOX5AP,protein-coding gene,arachidonate 5-lipoxygenase activating protein,0.012
Homo sapiens,BFAR,protein-coding gene,bifunctional apoptosis regulator,0.012
Homo sapiens,C15ORF40,protein-coding gene,chromosome 15 open reading frame 40,0.012
Homo sapiens,CDKN2AIPNL,protein-coding gene,CDKN2A interacting protein N-terminal like,0.012
Homo sapiens,CLSPN,protein-coding gene,claspin,0.012
Homo sapiens,COMMD8,protein-coding gene,COMM domain containing 8,0.012
Homo sapiens,DCTD,protein-coding gene,dCMP deaminase,0.012
Homo sapiens,DYNLL2,protein-coding gene,dynein light chain LC8-type 2,0.012
Homo sapiens,FH,protein-coding gene,fumarate hydratase,0.012
Homo sapiens,IKBIP,protein-coding gene,IKBKB interacting protein,0.012
Homo sapiens,KPNA3,protein-coding gene,karyopherin subunit alpha 3,0.012
Homo sapiens,MRPL58,protein-coding gene,mitochondrial ribosomal protein L58,0.012
Homo sapiens,NDFIP2,protein-coding gene,Nedd4 family interacting protein 2,0.012
Homo sapiens,PTPN2,protein-coding gene,"protein tyrosine phosphatase, non-receptor type 2",0.012
Homo sapiens,RRP15,protein-coding gene,ribosomal RNA processing 15 homolog,0.012
Homo sapiens,RRP1B,protein-coding gene,ribosomal RNA processing 1B,0.012
Homo sapiens,TFRC,protein-coding gene,transferrin receptor,0.012
Homo sapiens,TYW3,protein-coding gene,tRNA-yW synthesizing protein 3 homolog,0.012
Homo sapiens,AQP3,protein-coding gene,aquaporin 3 (Gill blood group),0.012
Homo sapiens,ERICH1,protein-coding gene,glutamate rich 1,0.012
Homo sapiens,FERMT2,protein-coding gene,fermitin family member 2,0.012
Homo sapiens,SPATA33,protein-coding gene,spermatogenesis associated 33,0.012
Homo sapiens,TIMP2,protein-coding gene,TIMP metallopeptidase inhibitor 2,0.012
Homo sapiens,AL080243.2,,,0.012
Homo sapiens,ARID1A,protein-coding gene,AT-rich interaction domain 1A,0.012
Homo sapiens,ARID1B,protein-coding gene,AT-rich interaction domain 1B,0.012
Homo sapiens,ARL4C,protein-coding gene,ADP ribosylation factor like GTPase 4C,0.012
Homo sapiens,ASF1A,protein-coding gene,anti-silencing function 1A histone chaperone,0.012
Homo sapiens,C16ORF87,protein-coding gene,chromosome 16 open reading frame 87,0.012
Homo sapiens,C1ORF123,protein-coding gene,chromosome 1 open reading frame 123,0.012
Homo sapiens,HLA-DQB1,protein-coding gene,"major histocompatibility complex, class II, DQ beta 1",0.012
Homo sapiens,IFI27L1,protein-coding gene,interferon alpha inducible protein 27 like 1,0.012
Homo sapiens,INTS11,protein-coding gene,integrator complex subunit 11,0.012
Homo sapiens,LGALS9,protein-coding gene,galectin 9,0.012
Homo sapiens,MTCO3P12,pseudogene,MT-CO3 pseudogene 12,0.012
Homo sapiens,RBM26,protein-coding gene,RNA binding motif protein 26,0.012
Homo sapiens,RNF115,protein-coding gene,ring finger protein 115,0.012
Homo sapiens,RPSAP15,pseudogene,ribosomal protein SA pseudogene 15,0.012
Homo sapiens,ZCCHC11,,,0.012
Homo sapiens,DYNC1LI1,protein-coding gene,dynein cytoplasmic 1 light intermediate chain 1,0.012
Homo sapiens,FBXO25,protein-coding gene,F-box protein 25,0.012
Homo sapiens,MAN1A2,protein-coding gene,mannosidase alpha class 1A member 2,0.012
Homo sapiens,OBSL1,protein-coding gene,obscurin like 1,0.012
Homo sapiens,PEPD,protein-coding gene,peptidase D,0.012
Homo sapiens,RAC3,protein-coding gene,Rac family small GTPase 3,0.012
Homo sapiens,THAP7,protein-coding gene,THAP domain containing 7,0.012
Homo sapiens,SPI1,protein-coding gene,Spi-1 proto-oncogene,0.012
Homo sapiens,PXDN,protein-coding gene,peroxidasin,0.012
Homo sapiens,SCG5,protein-coding gene,secretogranin V,0.012
Homo sapiens,IGF2,protein-coding gene,insulin like growth factor 2,0.012
Homo sapiens,EFEMP2,protein-coding gene,EGF containing fibulin extracellular matrix protein 2,0.012
Homo sapiens,APOA1,protein-coding gene,apolipoprotein A1,0.012
Homo sapiens,SELL,protein-coding gene,selectin L,0.011
Homo sapiens,SPECC1,protein-coding gene,sperm antigen with calponin homology and coiled-coil domains 1,0.011
Homo sapiens,SSBP2,protein-coding gene,single stranded DNA binding protein 2,0.011
Homo sapiens,ZNF667-AS1,non-coding RNA,ZNF667 antisense RNA 1 (head to head),0.011
Homo sapiens,ASRGL1,protein-coding gene,asparaginase like 1,0.011
Homo sapiens,C22ORF39,protein-coding gene,chromosome 22 open reading frame 39,0.011
Homo sapiens,C5ORF15,protein-coding gene,chromosome 5 open reading frame 15,0.011
Homo sapiens,CDC34,protein-coding gene,cell division cycle 34,0.011
Homo sapiens,CSNK2A2,protein-coding gene,casein kinase 2 alpha 2,0.011
Homo sapiens,GOPC,protein-coding gene,golgi associated PDZ and coiled-coil motif containing,0.011
Homo sapiens,IGF1R,protein-coding gene,insulin like growth factor 1 receptor,0.011
Homo sapiens,MAPK1,protein-coding gene,mitogen-activated protein kinase 1,0.011
Homo sapiens,PEG10,protein-coding gene,paternally expressed 10,0.011
Homo sapiens,PLEKHA1,protein-coding gene,pleckstrin homology domain containing A1,0.011
Homo sapiens,TMEM170A,protein-coding gene,transmembrane protein 170A,0.011
Homo sapiens,TMEM99,protein-coding gene,transmembrane protein 99,0.011
Homo sapiens,C1ORF162,protein-coding gene,chromosome 1 open reading frame 162,0.011
Homo sapiens,GZMA,protein-coding gene,granzyme A,0.011
Homo sapiens,HLA-DRB5,protein-coding gene,"major histocompatibility complex, class II, DR beta 5",0.011
Homo sapiens,RPS7P3,pseudogene,ribosomal protein S7 pseudogene 3,0.011
Homo sapiens,TSPAN5,protein-coding gene,tetraspanin 5,0.011
Homo sapiens,AC114760.2,,,0.011
Homo sapiens,ARID3A,protein-coding gene,AT-rich interaction domain 3A,0.011
Homo sapiens,BCAT1,protein-coding gene,branched chain amino acid transaminase 1,0.011
Homo sapiens,ABT1,protein-coding gene,activator of basal transcription 1,0.011
Homo sapiens,AC067942.1,,,0.011
Homo sapiens,ACTL6A,protein-coding gene,actin like 6A,0.011
Homo sapiens,ACTR1A,protein-coding gene,ARP1 actin related protein 1 homolog A,0.011
Homo sapiens,AFF4,protein-coding gene,AF4/FMR2 family member 4,0.011
Homo sapiens,ARFGAP3,protein-coding gene,ADP ribosylation factor GTPase activating protein 3,0.011
Homo sapiens,ATP2A2,protein-coding gene,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,0.011
Homo sapiens,BAG3,protein-coding gene,BCL2 associated athanogene 3,0.011
Homo sapiens,C12ORF49,protein-coding gene,chromosome 12 open reading frame 49,0.011
Homo sapiens,C1ORF52,protein-coding gene,chromosome 1 open reading frame 52,0.011
Homo sapiens,C21ORF59,,,0.011
Homo sapiens,CA2,protein-coding gene,carbonic anhydrase 2,0.011
Homo sapiens,CCM2,protein-coding gene,CCM2 scaffold protein,0.011
Homo sapiens,CDIPT,protein-coding gene,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,0.011
Homo sapiens,CDK12,protein-coding gene,cyclin dependent kinase 12,0.011
Homo sapiens,CDT1,protein-coding gene,chromatin licensing and DNA replication factor 1,0.011
Homo sapiens,CEBPG,protein-coding gene,CCAAT enhancer binding protein gamma,0.011
Homo sapiens,CEP350,protein-coding gene,centrosomal protein 350,0.011
Homo sapiens,CHD2,protein-coding gene,chromodomain helicase DNA binding protein 2,0.011
Homo sapiens,CHPF,protein-coding gene,chondroitin polymerizing factor,0.011
Homo sapiens,CLPTM1,protein-coding gene,"CLPTM1, transmembrane protein",0.011
Homo sapiens,CNDP2,protein-coding gene,carnosine dipeptidase 2,0.011
Homo sapiens,COA5,protein-coding gene,cytochrome c oxidase assembly factor 5,0.011
Homo sapiens,CXCL16,protein-coding gene,C-X-C motif chemokine ligand 16,0.011
Homo sapiens,DDX42,protein-coding gene,DEAD-box helicase 42,0.011
Homo sapiens,DNPEP,protein-coding gene,aspartyl aminopeptidase,0.011
Homo sapiens,DUSP6,protein-coding gene,dual specificity phosphatase 6,0.011
Homo sapiens,EBAG9,protein-coding gene,"estrogen receptor binding site associated, antigen, 9",0.011
Homo sapiens,FTH1P20,pseudogene,ferritin heavy chain 1 pseudogene 20,0.011
Homo sapiens,G6PD,protein-coding gene,glucose-6-phosphate dehydrogenase,0.011
Homo sapiens,GCLM,protein-coding gene,glutamate-cysteine ligase modifier subunit,0.011
Homo sapiens,GDF15,protein-coding gene,growth differentiation factor 15,0.011
Homo sapiens,GDI1,protein-coding gene,GDP dissociation inhibitor 1,0.011
Homo sapiens,GNL1,protein-coding gene,G protein nucleolar 1 (putative),0.011
Homo sapiens,GOSR1,protein-coding gene,golgi SNAP receptor complex member 1,0.011
Homo sapiens,ID4,protein-coding gene,"inhibitor of DNA binding 4, HLH protein",0.011
Homo sapiens,IFNGR1,protein-coding gene,interferon gamma receptor 1,0.011
Homo sapiens,IGFBP3,protein-coding gene,insulin like growth factor binding protein 3,0.011
Homo sapiens,IMMP1L,protein-coding gene,inner mitochondrial membrane peptidase subunit 1,0.011
Homo sapiens,INSR,protein-coding gene,insulin receptor,0.011
Homo sapiens,IPO7,protein-coding gene,importin 7,0.011
Homo sapiens,KATNBL1,protein-coding gene,katanin regulatory subunit B1 like 1,0.011
Homo sapiens,KLF3,protein-coding gene,Kruppel like factor 3,0.011
Homo sapiens,LIMCH1,protein-coding gene,LIM and calponin homology domains 1,0.011
Homo sapiens,MED21,protein-coding gene,mediator complex subunit 21,0.011
Homo sapiens,MPHOSPH6,protein-coding gene,M-phase phosphoprotein 6,0.011
Homo sapiens,MPZL1,protein-coding gene,myelin protein zero like 1,0.011
Homo sapiens,MVD,protein-coding gene,mevalonate diphosphate decarboxylase,0.011
Homo sapiens,MVP,protein-coding gene,major vault protein,0.011
Homo sapiens,MYO10,protein-coding gene,myosin X,0.011
Homo sapiens,NABP2,protein-coding gene,nucleic acid binding protein 2,0.011
Homo sapiens,NDRG1,protein-coding gene,N-myc downstream regulated 1,0.011
Homo sapiens,NNMT,protein-coding gene,nicotinamide N-methyltransferase,0.011
Homo sapiens,NTHL1,protein-coding gene,nth like DNA glycosylase 1,0.011
Homo sapiens,PFKL,protein-coding gene,"phosphofructokinase, liver type",0.011
Homo sapiens,PHF19,protein-coding gene,PHD finger protein 19,0.011
Homo sapiens,PLEKHA5,protein-coding gene,pleckstrin homology domain containing A5,0.011
Homo sapiens,POP4,protein-coding gene,"POP4 homolog, ribonuclease P/MRP subunit",0.011
Homo sapiens,PPIF,protein-coding gene,peptidylprolyl isomerase F,0.011
Homo sapiens,PTPA,protein-coding gene,protein phosphatase 2 phosphatase activator,0.011
Homo sapiens,PYM1,protein-coding gene,"PYM homolog 1, exon junction complex associated factor",0.011
Homo sapiens,RAB5A,protein-coding gene,"RAB5A, member RAS oncogene family",0.011
Homo sapiens,RETREG2,protein-coding gene,reticulophagy regulator family member 2,0.011
Homo sapiens,RNF13,protein-coding gene,ring finger protein 13,0.011
Homo sapiens,RNF24,protein-coding gene,ring finger protein 24,0.011
Homo sapiens,RPUSD3,protein-coding gene,RNA pseudouridylate synthase domain containing 3,0.011
Homo sapiens,RSRC1,protein-coding gene,arginine and serine rich coiled-coil 1,0.011
Homo sapiens,S100A2,protein-coding gene,S100 calcium binding protein A2,0.011
Homo sapiens,SIGIRR,protein-coding gene,single Ig and TIR domain containing,0.011
Homo sapiens,SLU7,protein-coding gene,"SLU7 homolog, splicing factor",0.011
Homo sapiens,STAG2,protein-coding gene,stromal antigen 2,0.011
Homo sapiens,SYNJ2BP,protein-coding gene,synaptojanin 2 binding protein,0.011
Homo sapiens,TINAGL1,protein-coding gene,tubulointerstitial nephritis antigen like 1,0.011
Homo sapiens,TMEM54,protein-coding gene,transmembrane protein 54,0.011
Homo sapiens,TNFSF10,protein-coding gene,TNF superfamily member 10,0.011
Homo sapiens,TRIOBP,protein-coding gene,TRIO and F-actin binding protein,0.011
Homo sapiens,TSPAN1,protein-coding gene,tetraspanin 1,0.011
Homo sapiens,VPS4A,protein-coding gene,vacuolar protein sorting 4 homolog A,0.011
Homo sapiens,ZBTB38,protein-coding gene,zinc finger and BTB domain containing 38,0.011
Homo sapiens,ZNF644,protein-coding gene,zinc finger protein 644,0.011
Homo sapiens,AC007182.2,,,0.011
Homo sapiens,ADSS,protein-coding gene,adenylosuccinate synthase,0.011
Homo sapiens,ASXL1,protein-coding gene,ASXL transcriptional regulator 1,0.011
Homo sapiens,BGN,protein-coding gene,biglycan,0.011
Homo sapiens,C9ORF3,protein-coding gene,chromosome 9 open reading frame 3,0.011
Homo sapiens,ENG,protein-coding gene,endoglin,0.011
Homo sapiens,GNAQ,protein-coding gene,G protein subunit alpha q,0.011
Homo sapiens,IGHM,other,immunoglobulin heavy constant mu,0.011
Homo sapiens,MYLIP,protein-coding gene,myosin regulatory light chain interacting protein,0.011
Homo sapiens,PPP1R10,protein-coding gene,protein phosphatase 1 regulatory subunit 10,0.011
Homo sapiens,PRCP,protein-coding gene,prolylcarboxypeptidase,0.011
Homo sapiens,RGS1,protein-coding gene,regulator of G protein signaling 1,0.011
Homo sapiens,SIL1,protein-coding gene,SIL1 nucleotide exchange factor,0.011
Homo sapiens,TAX1BP3,protein-coding gene,Tax1 binding protein 3,0.011
Homo sapiens,TMEM176B,protein-coding gene,transmembrane protein 176B,0.011
Homo sapiens,COMMD9,protein-coding gene,COMM domain containing 9,0.011
Homo sapiens,CST7,protein-coding gene,cystatin F,0.011
Homo sapiens,DFFA,protein-coding gene,DNA fragmentation factor subunit alpha,0.011
Homo sapiens,DNMT3A,protein-coding gene,DNA methyltransferase 3 alpha,0.011
Homo sapiens,GNL2,protein-coding gene,G protein nucleolar 2,0.011
Homo sapiens,ING2,protein-coding gene,inhibitor of growth family member 2,0.011
Homo sapiens,KIF2A,protein-coding gene,kinesin family member 2A,0.011
Homo sapiens,MAX,protein-coding gene,MYC associated factor X,0.011
Homo sapiens,MCM4,protein-coding gene,minichromosome maintenance complex component 4,0.011
Homo sapiens,MED30,protein-coding gene,mediator complex subunit 30,0.011
Homo sapiens,MRGBP,protein-coding gene,MRG domain binding protein,0.011
Homo sapiens,MRPL1,protein-coding gene,mitochondrial ribosomal protein L1,0.011
Homo sapiens,NUP62,protein-coding gene,nucleoporin 62,0.011
Homo sapiens,PUM3,protein-coding gene,pumilio RNA binding family member 3,0.011
Homo sapiens,RAP1GDS1,protein-coding gene,Rap1 GTPase-GDP dissociation stimulator 1,0.011
Homo sapiens,RPIA,protein-coding gene,ribose 5-phosphate isomerase A,0.011
Homo sapiens,SCNM1,protein-coding gene,sodium channel modifier 1,0.011
Homo sapiens,SENP5,protein-coding gene,SUMO specific peptidase 5,0.011
Homo sapiens,SRRT,protein-coding gene,"serrate, RNA effector molecule",0.011
Homo sapiens,TGFB1,protein-coding gene,transforming growth factor beta 1,0.011
Homo sapiens,TGS1,protein-coding gene,trimethylguanosine synthase 1,0.011
Homo sapiens,AHI1,protein-coding gene,Abelson helper integration site 1,0.011
Homo sapiens,GPX8,protein-coding gene,glutathione peroxidase 8 (putative),0.011
Homo sapiens,GSTA4,protein-coding gene,glutathione S-transferase alpha 4,0.011
Homo sapiens,MAFB,protein-coding gene,MAF bZIP transcription factor B,0.011
Homo sapiens,NSD1,protein-coding gene,nuclear receptor binding SET domain protein 1,0.011
Homo sapiens,SCFD1,protein-coding gene,sec1 family domain containing 1,0.011
Homo sapiens,SELENBP1,protein-coding gene,selenium binding protein 1,0.011
Homo sapiens,SPAG16,protein-coding gene,sperm associated antigen 16,0.011
Homo sapiens,SPART,protein-coding gene,spartin,0.011
Homo sapiens,ATAD2,protein-coding gene,"ATPase family, AAA domain containing 2",0.011
Homo sapiens,BRD3,protein-coding gene,bromodomain containing 3,0.011
Homo sapiens,COIL,protein-coding gene,coilin,0.011
Homo sapiens,CORO1C,protein-coding gene,coronin 1C,0.011
Homo sapiens,FRG1,protein-coding gene,FSHD region gene 1,0.011
Homo sapiens,HES6,protein-coding gene,hes family bHLH transcription factor 6,0.011
Homo sapiens,LUC7L,protein-coding gene,LUC7 like,0.011
Homo sapiens,TNP1,protein-coding gene,transition protein 1,0.011
Homo sapiens,TSACC,protein-coding gene,TSSK6 activating cochaperone,0.011
Homo sapiens,MTRNR2L1,protein-coding gene,MT-RNR2 like 1,0.01
Homo sapiens,SAFB2,protein-coding gene,scaffold attachment factor B2,0.01
Homo sapiens,STRADB,protein-coding gene,STE20-related kinase adaptor beta,0.01
Homo sapiens,THUMPD3,protein-coding gene,THUMP domain containing 3,0.01
Homo sapiens,TIMM22,protein-coding gene,translocase of inner mitochondrial membrane 22,0.01
Homo sapiens,TMEM183A,protein-coding gene,transmembrane protein 183A,0.01
Homo sapiens,TXLNA,protein-coding gene,taxilin alpha,0.01
Homo sapiens,YBX1P1,pseudogene,Y-box binding protein 1 pseudogene 1,0.01
Homo sapiens,ZNF271P,pseudogene,"zinc finger protein 271, pseudogene",0.01
Homo sapiens,CDKN2A,protein-coding gene,cyclin dependent kinase inhibitor 2A,0.01
Homo sapiens,CHCHD6,protein-coding gene,coiled-coil-helix-coiled-coil-helix domain containing 6,0.01
Homo sapiens,CHD7,protein-coding gene,chromodomain helicase DNA binding protein 7,0.01
Homo sapiens,EIF4G3,protein-coding gene,eukaryotic translation initiation factor 4 gamma 3,0.01
Homo sapiens,G6PC3,protein-coding gene,glucose-6-phosphatase catalytic subunit 3,0.01
Homo sapiens,IDH1,protein-coding gene,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic",0.01
Homo sapiens,MAP7D3,protein-coding gene,MAP7 domain containing 3,0.01
